Sample in Buffer,Sample in Window,TRIGGER,D_IBUF[7:0],A_OBUF[7:0],event_data_in_channel_halt,m_axis_status_tvalid,event_tlast_missing,m_axis_status_tready,event_frame_started,event_tlast_unexpected,event_status_channel_halt,event_data_out_channel_halt,fw[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,SIGNED
2058,2058,0,99,167,0,0,0,0,0,0,0,0,120258560
2059,2059,0,99,167,0,0,0,0,0,0,0,0,120258560
2060,2060,0,99,167,0,0,0,0,0,0,0,0,120258560
2061,2061,0,99,167,0,0,0,0,0,0,0,0,120258560
2062,2062,0,99,167,0,0,0,0,0,0,0,0,120258560
2063,2063,0,99,167,0,0,0,0,0,0,0,0,120258560
2064,2064,0,99,167,0,0,0,0,0,0,0,0,120258560
2065,2065,0,99,167,0,0,0,0,0,0,0,0,120258560
2066,2066,0,99,167,0,0,0,0,0,0,0,0,120258560
2067,2067,0,99,167,0,0,0,0,0,0,0,0,120258560
2068,2068,0,99,167,0,0,0,0,0,0,0,0,120258560
2069,2069,0,99,167,0,0,0,0,0,0,0,0,120258560
2070,2070,0,99,167,0,0,0,0,0,0,0,0,120258560
2071,2071,0,99,165,0,0,0,0,0,0,0,0,120258560
2072,2072,0,99,165,0,0,0,0,0,0,0,0,120258560
2073,2073,0,99,165,0,0,0,0,0,0,0,0,120258560
2074,2074,0,99,165,0,0,0,0,0,0,0,0,120258560
2075,2075,0,99,165,0,0,0,0,0,0,0,0,120258560
2076,2076,0,99,165,0,0,0,0,0,0,0,0,120258560
2077,2077,0,99,165,0,0,0,0,0,0,0,0,120258560
2078,2078,0,99,165,0,0,0,0,0,0,0,0,120258560
2079,2079,0,99,165,0,0,0,0,0,0,0,0,120258560
2080,2080,0,99,165,0,0,0,0,0,0,0,0,120258560
2081,2081,0,99,165,0,0,0,0,0,0,0,0,120258560
2082,2082,0,99,165,0,0,0,0,0,0,0,0,120258560
2083,2083,0,99,165,0,0,0,0,0,0,0,0,120258560
2084,2084,0,99,165,0,0,0,0,0,0,0,0,120258560
2085,2085,0,99,165,0,0,0,0,0,0,0,0,120258560
2086,2086,0,99,165,0,0,0,0,0,0,0,0,120258560
2087,2087,0,99,165,0,0,0,0,0,0,0,0,120258560
2088,2088,0,99,165,0,0,0,0,0,0,0,0,120258560
2089,2089,0,99,165,0,0,0,0,0,0,0,0,120258560
2090,2090,0,99,165,0,0,0,0,0,0,0,0,120258560
2091,2091,0,99,163,0,0,0,0,0,0,0,0,120258560
2092,2092,0,99,163,0,0,0,0,0,0,0,0,120258560
2093,2093,0,99,163,0,0,0,0,0,0,0,0,120258560
2094,2094,0,99,163,0,0,0,0,0,0,0,0,120258560
2095,2095,0,99,163,0,0,0,0,0,0,0,0,120258560
2096,2096,0,99,163,0,0,0,0,0,0,0,0,120258560
2097,2097,0,99,163,0,0,0,0,0,0,0,0,120258560
2098,2098,0,99,163,0,0,0,0,0,0,0,0,120258560
2099,2099,0,99,163,0,0,0,0,0,0,0,0,120258560
2100,2100,0,99,163,0,0,0,0,0,0,0,0,120258560
2101,2101,0,99,163,0,0,0,0,0,0,0,0,120258560
2102,2102,0,99,163,0,0,0,0,0,0,0,0,120258560
2103,2103,0,99,163,0,0,0,0,0,0,0,0,120258560
2104,2104,0,99,163,0,0,0,0,0,0,0,0,120258560
2105,2105,0,99,163,0,0,0,0,0,0,0,0,120258560
2106,2106,0,99,163,0,0,0,0,0,0,0,0,120258560
2107,2107,0,99,163,0,0,0,0,0,0,0,0,120258560
2108,2108,0,99,163,0,0,0,0,0,0,0,0,120258560
2109,2109,0,99,163,0,0,0,0,0,0,0,0,120258560
2110,2110,0,99,163,0,0,0,0,0,0,0,0,120258560
2111,2111,0,99,159,0,0,0,0,0,0,0,0,120258560
2112,2112,0,99,159,0,0,0,0,0,0,0,0,120258560
2113,2113,0,99,159,0,0,0,0,0,0,0,0,120258560
2114,2114,0,99,159,0,0,0,0,0,0,0,0,120258560
2115,2115,0,99,159,0,0,0,0,0,0,0,0,120258560
2116,2116,0,99,159,0,0,0,0,0,0,0,0,120258560
2117,2117,0,99,159,0,0,0,0,0,0,0,0,120258560
2118,2118,0,99,159,0,0,0,0,0,0,0,0,120258560
2119,2119,0,99,159,0,0,0,0,0,0,0,0,120258560
2120,2120,0,99,159,0,0,0,0,0,0,0,0,120258560
2121,2121,0,99,159,0,0,0,0,0,0,0,0,120258560
2122,2122,0,99,159,0,0,0,0,0,0,0,0,120258560
2123,2123,0,99,159,0,0,0,0,0,0,0,0,120258560
2124,2124,0,99,159,0,0,0,0,0,0,0,0,120258560
2125,2125,0,99,159,0,0,0,0,0,0,0,0,120258560
2126,2126,0,99,159,0,0,0,0,0,0,0,0,120258560
2127,2127,0,99,159,0,0,0,0,0,0,0,0,120258560
2128,2128,0,99,159,0,0,0,0,0,0,0,0,120258560
2129,2129,0,99,159,0,0,0,0,0,0,0,0,120258560
2130,2130,0,99,159,0,0,0,0,0,0,0,0,120258560
2131,2131,0,99,154,0,0,0,0,0,0,0,0,120258560
2132,2132,0,75,154,0,0,0,0,0,0,0,0,120258560
2133,2133,0,75,154,0,0,0,0,0,0,0,0,120258560
2134,2134,0,75,154,0,0,0,0,0,0,0,0,120258560
2135,2135,0,75,154,0,0,0,0,0,0,0,0,120258560
2136,2136,0,75,154,0,0,0,0,0,0,0,0,120258560
2137,2137,0,75,154,0,0,0,0,0,0,0,0,120258560
2138,2138,0,75,154,0,0,0,0,0,0,0,0,120258560
2139,2139,0,75,154,0,0,0,0,0,0,0,0,120258560
2140,2140,0,75,154,0,0,0,0,0,0,0,0,120258560
2141,2141,0,75,154,0,0,0,0,0,0,0,0,120258560
2142,2142,0,75,154,0,0,0,0,0,0,0,0,120258560
2143,2143,0,75,154,0,0,0,0,0,0,0,0,120258560
2144,2144,0,75,154,0,0,0,0,0,0,0,0,120258560
2145,2145,0,75,154,0,0,0,0,0,0,0,0,120258560
2146,2146,0,75,154,0,0,0,0,0,0,0,0,120258560
2147,2147,0,75,154,0,0,0,0,0,0,0,0,120258560
2148,2148,0,75,154,0,0,0,0,0,0,0,0,120258560
2149,2149,0,75,154,0,0,0,0,0,0,0,0,120258560
2150,2150,0,75,154,0,0,0,0,0,0,0,0,120258560
2151,2151,0,75,149,0,0,0,0,0,0,0,0,120258560
2152,2152,0,75,149,0,0,0,0,0,0,0,0,120258560
2153,2153,0,75,149,0,0,0,0,0,0,0,0,120258560
2154,2154,0,75,149,0,0,0,0,0,0,0,0,120258560
2155,2155,0,75,149,0,0,0,0,0,0,0,0,120258560
2156,2156,0,75,149,0,0,0,0,0,0,0,0,120258560
2157,2157,0,75,149,0,0,0,0,0,0,0,0,120258560
2158,2158,0,75,149,0,0,0,0,0,0,0,0,120258560
2159,2159,0,75,149,0,0,0,0,0,0,0,0,120258560
2160,2160,0,75,149,0,0,0,0,0,0,0,0,120258560
2161,2161,0,75,149,0,0,0,0,0,0,0,0,120258560
2162,2162,0,75,149,0,0,0,0,0,0,0,0,120258560
2163,2163,0,75,149,0,0,0,0,0,0,0,0,120258560
2164,2164,0,75,149,0,0,0,0,0,0,0,0,120258560
2165,2165,0,75,149,0,0,0,0,0,0,0,0,120258560
2166,2166,0,75,149,0,0,0,0,0,0,0,0,120258560
2167,2167,0,75,149,0,0,0,0,0,0,0,0,120258560
2168,2168,0,75,149,0,0,0,0,0,0,0,0,120258560
2169,2169,0,75,149,0,0,0,0,0,0,0,0,120258560
2170,2170,0,75,149,0,0,0,0,0,0,0,0,120258560
2171,2171,0,75,143,0,0,0,0,0,0,0,0,120258560
2172,2172,0,75,143,0,0,0,0,0,0,0,0,120258560
2173,2173,0,75,143,0,0,0,0,0,0,0,0,120258560
2174,2174,0,75,143,0,0,0,0,0,0,0,0,120258560
2175,2175,0,75,143,0,0,0,0,0,0,0,0,120258560
2176,2176,0,75,143,0,0,0,0,0,0,0,0,120258560
2177,2177,0,75,143,0,0,0,0,0,0,0,0,120258560
2178,2178,0,75,143,0,0,0,0,0,0,0,0,120258560
2179,2179,0,75,143,0,0,0,0,0,0,0,0,120258560
2180,2180,0,75,143,0,0,0,0,0,0,0,0,120258560
2181,2181,0,75,143,0,0,0,0,0,0,0,0,120258560
2182,2182,0,75,143,0,0,0,0,0,0,0,0,120258560
2183,2183,0,75,143,0,0,0,0,0,0,0,0,120258560
2184,2184,0,75,143,0,0,0,0,0,0,0,0,120258560
2185,2185,0,75,143,0,0,0,0,0,0,0,0,120258560
2186,2186,0,75,143,0,0,0,0,0,0,0,0,120258560
2187,2187,0,75,143,0,0,0,0,0,0,0,0,120258560
2188,2188,0,75,143,0,0,0,0,0,0,0,0,120258560
2189,2189,0,75,143,0,0,0,0,0,0,0,0,120258560
2190,2190,0,75,143,0,0,0,0,0,0,0,0,120258560
2191,2191,0,75,136,0,0,0,0,0,0,0,0,120258560
2192,2192,0,75,136,0,0,0,0,0,0,0,0,120258560
2193,2193,0,75,136,0,0,0,0,0,0,0,0,120258560
2194,2194,0,75,136,0,0,0,0,0,0,0,0,120258560
2195,2195,0,75,136,0,0,0,0,0,0,0,0,120258560
2196,2196,0,75,136,0,0,0,0,0,0,0,0,120258560
2197,2197,0,75,136,0,0,0,0,0,0,0,0,120258560
2198,2198,0,75,136,0,0,0,0,0,0,0,0,120258560
2199,2199,0,75,136,0,0,0,0,0,0,0,0,120258560
2200,2200,0,75,136,0,0,0,0,0,0,0,0,120258560
2201,2201,0,75,136,0,0,0,0,0,0,0,0,120258560
2202,2202,0,75,136,0,0,0,0,0,0,0,0,120258560
2203,2203,0,75,136,0,0,0,0,0,0,0,0,120258560
2204,2204,0,75,136,0,0,0,0,0,0,0,0,120258560
2205,2205,0,75,136,0,0,0,0,0,0,0,0,120258560
2206,2206,0,75,136,0,0,0,0,0,0,0,0,120258560
2207,2207,0,75,136,0,0,0,0,0,0,0,0,120258560
2208,2208,0,75,136,0,0,0,0,0,0,0,0,120258560
2209,2209,0,75,136,0,0,0,0,0,0,0,0,120258560
2210,2210,0,75,136,0,0,0,0,0,0,0,0,120258560
2211,2211,0,75,129,0,0,0,0,0,0,0,0,120258560
2212,2212,0,75,129,0,0,0,0,0,0,0,0,120258560
2213,2213,0,75,129,0,0,0,0,0,0,0,0,120258560
2214,2214,0,75,129,0,0,0,0,0,0,0,0,120258560
2215,2215,0,75,129,0,0,0,0,0,0,0,0,120258560
2216,2216,0,75,129,0,0,0,0,0,0,0,0,120258560
2217,2217,0,75,129,0,0,0,0,0,0,0,0,120258560
2218,2218,0,75,129,0,0,0,0,0,0,0,0,120258560
2219,2219,0,75,129,0,0,0,0,0,0,0,0,120258560
2220,2220,0,75,129,0,0,0,0,0,0,0,0,120258560
2221,2221,0,75,129,0,0,0,0,0,0,0,0,120258560
2222,2222,0,75,129,0,0,0,0,0,0,0,0,120258560
2223,2223,0,75,129,0,0,0,0,0,0,0,0,120258560
2224,2224,0,75,129,0,0,0,0,0,0,0,0,120258560
2225,2225,0,75,129,0,0,0,0,0,0,0,0,120258560
2226,2226,0,75,129,0,0,0,0,0,0,0,0,120258560
2227,2227,0,75,129,0,0,0,0,0,0,0,0,120258560
2228,2228,0,75,129,0,0,0,0,0,0,0,0,120258560
2229,2229,0,75,129,0,0,0,0,0,0,0,0,120258560
2230,2230,0,75,129,0,0,0,0,0,0,0,0,120258560
2231,2231,0,75,122,0,0,0,0,0,0,0,0,120258560
2232,2232,0,86,122,0,0,0,0,0,0,0,0,120258560
2233,2233,0,86,122,0,0,0,0,0,0,0,0,120258560
2234,2234,0,86,122,0,0,0,0,0,0,0,0,120258560
2235,2235,0,86,122,0,0,0,0,0,0,0,0,120258560
2236,2236,0,86,122,0,0,0,0,0,0,0,0,120258560
2237,2237,0,86,122,0,0,0,0,0,0,0,0,120258560
2238,2238,0,86,122,0,0,0,0,0,0,0,0,120258560
2239,2239,0,86,122,0,0,0,0,0,0,0,0,120258560
2240,2240,0,86,122,0,0,0,0,0,0,0,0,120258560
2241,2241,0,86,122,0,0,0,0,0,0,0,0,120258560
2242,2242,0,86,122,0,0,0,0,0,0,0,0,120258560
2243,2243,0,86,122,0,0,0,0,0,0,0,0,120258560
2244,2244,0,86,122,0,0,0,0,0,0,0,0,120258560
2245,2245,0,86,122,0,0,0,0,0,0,0,0,120258560
2246,2246,0,86,122,0,0,0,0,0,0,0,0,120258560
2247,2247,0,86,122,0,0,0,0,0,0,0,0,120258560
2248,2248,0,86,122,0,0,0,0,0,0,0,0,120258560
2249,2249,0,86,122,0,0,0,0,0,0,0,0,120258560
2250,2250,0,86,122,0,0,0,0,0,0,0,0,120258560
2251,2251,0,86,116,0,0,0,0,0,0,0,0,120258560
2252,2252,0,86,116,0,0,0,0,0,0,0,0,120258560
2253,2253,0,86,116,0,0,0,0,0,0,0,0,120258560
2254,2254,0,86,116,0,0,0,0,0,0,0,0,120258560
2255,2255,0,86,116,0,0,0,0,0,0,0,0,120258560
2256,2256,0,86,116,0,0,0,0,0,0,0,0,120258560
2257,2257,0,86,116,0,0,0,0,0,0,0,0,120258560
2258,2258,0,86,116,0,0,0,0,0,0,0,0,120258560
2259,2259,0,86,116,0,0,0,0,0,0,0,0,120258560
2260,2260,0,86,116,0,0,0,0,0,0,0,0,120258560
2261,2261,0,86,116,0,0,0,0,0,0,0,0,120258560
2262,2262,0,86,116,0,0,0,0,0,0,0,0,120258560
2263,2263,0,86,116,0,0,0,0,0,0,0,0,120258560
2264,2264,0,86,116,0,0,0,0,0,0,0,0,120258560
2265,2265,0,86,116,0,0,0,0,0,0,0,0,120258560
2266,2266,0,86,116,0,0,0,0,0,0,0,0,120258560
2267,2267,0,86,116,0,0,0,0,0,0,0,0,120258560
2268,2268,0,86,116,0,0,0,0,0,0,0,0,120258560
2269,2269,0,86,116,0,0,0,0,0,0,0,0,120258560
2270,2270,0,86,116,0,0,0,0,0,0,0,0,120258560
2271,2271,0,86,109,0,0,0,0,0,0,0,0,120258560
2272,2272,0,86,109,0,0,0,0,0,0,0,0,120258560
2273,2273,0,86,109,0,0,0,0,0,0,0,0,120258560
2274,2274,0,86,109,0,0,0,0,0,0,0,0,120258560
2275,2275,0,86,109,0,0,0,0,0,0,0,0,120258560
2276,2276,0,86,109,0,0,0,0,0,0,0,0,120258560
2277,2277,0,86,109,0,0,0,0,0,0,0,0,120258560
2278,2278,0,86,109,0,0,0,0,0,0,0,0,120258560
2279,2279,0,86,109,0,0,0,0,0,0,0,0,120258560
2280,2280,0,86,109,0,0,0,0,0,0,0,0,120258560
2281,2281,0,86,109,0,0,0,0,0,0,0,0,120258560
2282,2282,0,86,109,0,0,0,0,0,0,0,0,120258560
2283,2283,0,86,109,0,0,0,0,0,0,0,0,120258560
2284,2284,0,86,109,0,0,0,0,0,0,0,0,120258560
2285,2285,0,86,109,0,0,0,0,0,0,0,0,120258560
2286,2286,0,86,109,0,0,0,0,0,0,0,0,120258560
2287,2287,0,86,109,0,0,0,0,0,0,0,0,120258560
2288,2288,0,86,109,0,0,0,0,0,0,0,0,120258560
2289,2289,0,86,109,0,0,0,0,0,0,0,0,120258560
2290,2290,0,86,109,0,0,0,0,0,0,0,0,120258560
2291,2291,0,86,104,0,0,0,0,0,0,0,0,120258560
2292,2292,0,86,104,0,0,0,0,0,0,0,0,120258560
2293,2293,0,86,104,0,0,0,0,0,0,0,0,120258560
2294,2294,0,86,104,0,0,0,0,0,0,0,0,120258560
2295,2295,0,86,104,0,0,0,0,0,0,0,0,120258560
2296,2296,0,86,104,0,0,0,0,0,0,0,0,120258560
2297,2297,0,86,104,0,0,0,0,0,0,0,0,120258560
2298,2298,0,86,104,0,0,0,0,0,0,0,0,120258560
2299,2299,0,86,104,0,0,0,0,0,0,0,0,120258560
2300,2300,0,86,104,0,0,0,0,0,0,0,0,120258560
2301,2301,0,86,104,0,0,0,0,0,0,0,0,120258560
2302,2302,0,86,104,0,0,0,0,0,0,0,0,120258560
2303,2303,0,86,104,0,0,0,0,0,0,0,0,120258560
2304,2304,0,86,104,0,0,0,0,0,0,0,0,120258560
2305,2305,0,86,104,0,0,0,0,0,0,0,0,120258560
2306,2306,0,86,104,0,0,0,0,0,0,0,0,120258560
2307,2307,0,86,104,0,0,0,0,0,0,0,0,120258560
2308,2308,0,86,104,0,0,0,0,0,0,0,0,120258560
2309,2309,0,86,104,0,0,0,0,0,0,0,0,120258560
2310,2310,0,86,104,0,0,0,0,0,0,0,0,120258560
2311,2311,0,86,98,0,0,0,0,0,0,0,0,120258560
2312,2312,0,86,98,0,0,0,0,0,0,0,0,120258560
2313,2313,0,86,98,0,0,0,0,0,0,0,0,120258560
2314,2314,0,86,98,0,0,0,0,0,0,0,0,120258560
2315,2315,0,86,98,0,0,0,0,0,0,0,0,120258560
2316,2316,0,86,98,0,0,0,0,0,0,0,0,120258560
2317,2317,0,86,98,0,0,0,0,0,0,0,0,120258560
2318,2318,0,86,98,0,0,0,0,0,0,0,0,120258560
2319,2319,0,86,98,0,0,0,0,0,0,0,0,120258560
2320,2320,0,86,98,0,0,0,0,0,0,0,0,120258560
2321,2321,0,86,98,0,0,0,0,0,0,0,0,120258560
2322,2322,0,86,98,0,0,0,0,0,0,0,0,120258560
2323,2323,0,86,98,0,0,0,0,0,0,0,0,120258560
2324,2324,0,86,98,0,0,0,0,0,0,0,0,120258560
2325,2325,0,86,98,0,0,0,0,0,0,0,0,120258560
2326,2326,0,86,98,0,0,0,0,0,0,0,0,120258560
2327,2327,0,86,98,0,0,0,0,0,0,0,0,120258560
2328,2328,0,86,98,0,0,0,0,0,0,0,0,120258560
2329,2329,0,86,98,0,0,0,0,0,0,0,0,120258560
2330,2330,0,86,98,0,0,0,0,0,0,0,0,120258560
2331,2331,0,86,94,0,0,0,0,0,0,0,0,120258560
2332,2332,0,125,94,0,0,0,0,0,0,0,0,120258560
2333,2333,0,125,94,0,0,0,0,0,0,0,0,120258560
2334,2334,0,125,94,0,0,0,0,0,0,0,0,120258560
2335,2335,0,125,94,0,0,0,0,0,0,0,0,120258560
2336,2336,0,125,94,0,0,0,0,0,0,0,0,120258560
2337,2337,0,125,94,0,0,0,0,0,0,0,0,120258560
2338,2338,0,125,94,0,0,0,0,0,0,0,0,120258560
2339,2339,0,125,94,0,0,0,0,0,0,0,0,120258560
2340,2340,0,125,94,0,0,0,0,0,0,0,0,120258560
2341,2341,0,125,94,0,0,0,0,0,0,0,0,120258560
2342,2342,0,125,94,0,0,0,0,0,0,0,0,120258560
2343,2343,0,125,94,0,0,0,0,0,0,0,0,120258560
2344,2344,0,125,94,0,0,0,0,0,0,0,0,120258560
2345,2345,0,125,94,0,0,0,0,0,0,0,0,120258560
2346,2346,0,125,94,0,0,0,0,0,0,0,0,120258560
2347,2347,0,125,94,0,0,0,0,0,0,0,0,120258560
2348,2348,0,125,94,0,0,0,0,0,0,0,0,120258560
2349,2349,0,125,94,0,0,0,0,0,0,0,0,120258560
2350,2350,0,125,94,0,0,0,0,0,0,0,0,120258560
2351,2351,0,125,91,0,0,0,0,0,0,0,0,120258560
2352,2352,0,125,91,0,0,0,0,0,0,0,0,120258560
2353,2353,0,125,91,0,0,0,0,0,0,0,0,120258560
2354,2354,0,125,91,0,0,0,0,0,0,0,0,120258560
2355,2355,0,125,91,0,0,0,0,0,0,0,0,120258560
2356,2356,0,125,91,0,0,0,0,0,0,0,0,120258560
2357,2357,0,125,91,0,0,0,0,0,0,0,0,120258560
2358,2358,0,125,91,0,0,0,0,0,0,0,0,120258560
2359,2359,0,125,91,0,0,0,0,0,0,0,0,120258560
2360,2360,0,125,91,0,0,0,0,0,0,0,0,120258560
2361,2361,0,125,91,0,0,0,0,0,0,0,0,120258560
2362,2362,0,125,91,0,0,0,0,0,0,0,0,120258560
2363,2363,0,125,91,0,0,0,0,0,0,0,0,120258560
2364,2364,0,125,91,0,0,0,0,0,0,0,0,120258560
2365,2365,0,125,91,0,0,0,0,0,0,0,0,120258560
2366,2366,0,125,91,0,0,0,0,0,0,0,0,120258560
2367,2367,0,125,91,0,0,0,0,0,0,0,0,120258560
2368,2368,0,125,91,0,0,0,0,0,0,0,0,120258560
2369,2369,0,125,91,0,0,0,0,0,0,0,0,120258560
2370,2370,0,125,91,0,0,0,0,0,0,0,0,120258560
2371,2371,0,125,89,0,0,0,0,0,0,0,0,120258560
2372,2372,0,125,89,0,0,0,0,0,0,0,0,120258560
2373,2373,0,125,89,0,0,0,0,0,0,0,0,120258560
2374,2374,0,125,89,0,0,0,0,0,0,0,0,120258560
2375,2375,0,125,89,0,0,0,0,0,0,0,0,120258560
2376,2376,0,125,89,0,0,0,0,0,0,0,0,120258560
2377,2377,0,125,89,0,0,0,0,0,0,0,0,120258560
2378,2378,0,125,89,0,0,0,0,0,0,0,0,120258560
2379,2379,0,125,89,0,0,0,0,0,0,0,0,120258560
2380,2380,0,125,89,0,0,0,0,0,0,0,0,120258560
2381,2381,0,125,89,0,0,0,0,0,0,0,0,120258560
2382,2382,0,125,89,0,0,0,0,0,0,0,0,120258560
2383,2383,0,125,89,0,0,0,0,0,0,0,0,120258560
2384,2384,0,125,89,0,0,0,0,0,0,0,0,120258560
2385,2385,0,125,89,0,0,0,0,0,0,0,0,120258560
2386,2386,0,125,89,0,0,0,0,0,0,0,0,120258560
2387,2387,0,125,89,0,0,0,0,0,0,0,0,120258560
2388,2388,0,125,89,0,0,0,0,0,0,0,0,120258560
2389,2389,0,125,89,0,0,0,0,0,0,0,0,120258560
2390,2390,0,125,89,0,0,0,0,0,0,0,0,120258560
2391,2391,0,125,88,0,0,0,0,0,0,0,0,120258560
2392,2392,0,125,88,0,0,0,0,0,0,0,0,120258560
2393,2393,0,125,88,0,0,0,0,0,0,0,0,120258560
2394,2394,0,125,88,0,0,0,0,0,0,0,0,120258560
2395,2395,0,125,88,0,0,0,0,0,0,0,0,120258560
2396,2396,0,125,88,0,0,0,0,0,0,0,0,120258560
2397,2397,0,125,88,0,0,0,0,0,0,0,0,120258560
2398,2398,0,125,88,0,0,0,0,0,0,0,0,120258560
2399,2399,0,125,88,0,0,0,0,0,0,0,0,120258560
2400,2400,0,125,88,0,0,0,0,0,0,0,0,120258560
2401,2401,0,125,88,0,0,0,0,0,0,0,0,120258560
2402,2402,0,125,88,0,0,0,0,0,0,0,0,120258560
2403,2403,0,125,88,0,0,0,0,0,0,0,0,120258560
2404,2404,0,125,88,0,0,0,0,0,0,0,0,120258560
2405,2405,0,125,88,0,0,0,0,0,0,0,0,120258560
2406,2406,0,125,88,0,0,0,0,0,0,0,0,120258560
2407,2407,0,125,88,0,0,0,0,0,0,0,0,120258560
2408,2408,0,125,88,0,0,0,0,0,0,0,0,120258560
2409,2409,0,125,88,0,0,0,0,0,0,0,0,120258560
2410,2410,0,125,88,0,0,0,0,0,0,0,0,120258560
2411,2411,0,125,88,0,0,0,0,0,0,0,0,120258560
2412,2412,0,125,88,0,0,0,0,0,0,0,0,120258560
2413,2413,0,125,88,0,0,0,0,0,0,0,0,120258560
2414,2414,0,125,88,0,0,0,0,0,0,0,0,120258560
2415,2415,0,125,88,0,0,0,0,0,0,0,0,120258560
2416,2416,0,125,88,0,0,0,0,0,0,0,0,120258560
2417,2417,0,125,88,0,0,0,0,0,0,0,0,120258560
2418,2418,0,125,88,0,0,0,0,0,0,0,0,120258560
2419,2419,0,125,88,0,0,0,0,0,0,0,0,120258560
2420,2420,0,125,88,0,0,0,0,0,0,0,0,120258560
2421,2421,0,125,88,0,0,0,0,0,0,0,0,120258560
2422,2422,0,125,88,0,0,0,0,0,0,0,0,120258560
2423,2423,0,125,88,0,0,0,0,0,0,0,0,120258560
2424,2424,0,125,88,0,0,0,0,0,0,0,0,120258560
2425,2425,0,125,88,0,0,0,0,0,0,0,0,120258560
2426,2426,0,125,88,0,0,0,0,0,0,0,0,120258560
2427,2427,0,125,88,0,0,0,0,0,0,0,0,120258560
2428,2428,0,125,88,0,0,0,0,0,0,0,0,120258560
2429,2429,0,125,88,0,0,0,0,0,0,0,0,120258560
2430,2430,0,125,88,0,0,0,0,0,0,0,0,120258560
2431,2431,0,125,90,0,0,0,0,0,0,0,0,120258560
2432,2432,0,162,90,0,0,0,0,0,0,0,0,120258560
2433,2433,0,162,90,0,0,0,0,0,0,0,0,120258560
2434,2434,0,162,90,0,0,0,0,0,0,0,0,120258560
2435,2435,0,162,90,0,0,0,0,0,0,0,0,120258560
2436,2436,0,162,90,0,0,0,0,0,0,0,0,120258560
2437,2437,0,162,90,0,0,0,0,0,0,0,0,120258560
2438,2438,0,162,90,0,0,0,0,0,0,0,0,120258560
2439,2439,0,162,90,0,0,0,0,0,0,0,0,120258560
2440,2440,0,162,90,0,0,0,0,0,0,0,0,120258560
2441,2441,0,162,90,0,0,0,0,0,0,0,0,120258560
2442,2442,0,162,90,0,0,0,0,0,0,0,0,120258560
2443,2443,0,162,90,0,0,0,0,0,0,0,0,120258560
2444,2444,0,162,90,0,0,0,0,0,0,0,0,120258560
2445,2445,0,162,90,0,0,0,0,0,0,0,0,120258560
2446,2446,0,162,90,0,0,0,0,0,0,0,0,120258560
2447,2447,0,162,90,0,0,0,0,0,0,0,0,120258560
2448,2448,0,162,90,0,0,0,0,0,0,0,0,120258560
2449,2449,0,162,90,0,0,0,0,0,0,0,0,120258560
2450,2450,0,162,90,0,0,0,0,0,0,0,0,120258560
2451,2451,0,162,93,0,0,0,0,0,0,0,0,120258560
2452,2452,0,162,93,0,0,0,0,0,0,0,0,120258560
2453,2453,0,162,93,0,0,0,0,0,0,0,0,120258560
2454,2454,0,162,93,0,0,0,0,0,0,0,0,120258560
2455,2455,0,162,93,0,0,0,0,0,0,0,0,120258560
2456,2456,0,162,93,0,0,0,0,0,0,0,0,120258560
2457,2457,0,162,93,0,0,0,0,0,0,0,0,120258560
2458,2458,0,162,93,0,0,0,0,0,0,0,0,120258560
2459,2459,0,162,93,0,0,0,0,0,0,0,0,120258560
2460,2460,0,162,93,0,0,0,0,0,0,0,0,120258560
2461,2461,0,162,93,0,0,0,0,0,0,0,0,120258560
2462,2462,0,162,93,0,0,0,0,0,0,0,0,120258560
2463,2463,0,162,93,0,0,0,0,0,0,0,0,120258560
2464,2464,0,162,93,0,0,0,0,0,0,0,0,120258560
2465,2465,0,162,93,0,0,0,0,0,0,0,0,120258560
2466,2466,0,162,93,0,0,0,0,0,0,0,0,120258560
2467,2467,0,162,93,0,0,0,0,0,0,0,0,120258560
2468,2468,0,162,93,0,0,0,0,0,0,0,0,120258560
2469,2469,0,162,93,0,0,0,0,0,0,0,0,120258560
2470,2470,0,162,93,0,0,0,0,0,0,0,0,120258560
2471,2471,0,162,97,0,0,0,0,0,0,0,0,120258560
2472,2472,0,162,97,0,0,0,0,0,0,0,0,120258560
2473,2473,0,162,97,0,0,0,0,0,0,0,0,120258560
2474,2474,0,162,97,0,0,0,0,0,0,0,0,120258560
2475,2475,0,162,97,0,0,0,0,0,0,0,0,120258560
2476,2476,0,162,97,0,0,0,0,0,0,0,0,120258560
2477,2477,0,162,97,0,0,0,0,0,0,0,0,120258560
2478,2478,0,162,97,0,0,0,0,0,0,0,0,120258560
2479,2479,0,162,97,0,0,0,0,0,0,0,0,120258560
2480,2480,0,162,97,0,0,0,0,0,0,0,0,120258560
2481,2481,0,162,97,0,0,0,0,0,0,0,0,120258560
2482,2482,0,162,97,0,0,0,0,0,0,0,0,120258560
2483,2483,0,162,97,0,0,0,0,0,0,0,0,120258560
2484,2484,0,162,97,0,0,0,0,0,0,0,0,120258560
2485,2485,0,162,97,0,0,0,0,0,0,0,0,120258560
2486,2486,0,162,97,0,0,0,0,0,0,0,0,120258560
2487,2487,0,162,97,0,0,0,0,0,0,0,0,120258560
