Sample in Buffer,Sample in Window,TRIGGER,D_IBUF[7:0],A_OBUF[7:0],event_data_in_channel_halt,m_axis_status_tvalid,event_tlast_missing,m_axis_status_tready,event_frame_started,event_tlast_unexpected,event_status_channel_halt,event_data_out_channel_halt,fw[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,SIGNED
1038,1038,0,169,94,0,0,0,0,0,0,0,0,120258560
1039,1039,0,169,94,0,0,0,0,0,0,0,0,120258560
1040,1040,0,169,94,0,0,0,0,0,0,0,0,120258560
1041,1041,0,169,94,0,0,0,0,0,0,0,0,120258560
1042,1042,0,169,94,0,0,0,0,0,0,0,0,120258560
1043,1043,0,169,94,0,0,0,0,0,0,0,0,120258560
1044,1044,0,169,94,0,0,0,0,0,0,0,0,120258560
1045,1045,0,169,94,0,0,0,0,0,0,0,0,120258560
1046,1046,0,169,94,0,0,0,0,0,0,0,0,120258560
1047,1047,0,169,94,0,0,0,0,0,0,0,0,120258560
1048,1048,0,169,94,0,0,0,0,0,0,0,0,120258560
1049,1049,0,169,94,0,0,0,0,0,0,0,0,120258560
1050,1050,0,169,94,0,0,0,0,0,0,0,0,120258560
1051,1051,0,169,99,0,0,0,0,0,0,0,0,120258560
1052,1052,0,169,99,0,0,0,0,0,0,0,0,120258560
1053,1053,0,169,99,0,0,0,0,0,0,0,0,120258560
1054,1054,0,169,99,0,0,0,0,0,0,0,0,120258560
1055,1055,0,169,99,0,0,0,0,0,0,0,0,120258560
1056,1056,0,169,99,0,0,0,0,0,0,0,0,120258560
1057,1057,0,169,99,0,0,0,0,0,0,0,0,120258560
1058,1058,0,169,99,0,0,0,0,0,0,0,0,120258560
1059,1059,0,169,99,0,0,0,0,0,0,0,0,120258560
1060,1060,0,169,99,0,0,0,0,0,0,0,0,120258560
1061,1061,0,169,99,0,0,0,0,0,0,0,0,120258560
1062,1062,0,169,99,0,0,0,0,0,0,0,0,120258560
1063,1063,0,169,99,0,0,0,0,0,0,0,0,120258560
1064,1064,0,169,99,0,0,0,0,0,0,0,0,120258560
1065,1065,0,169,99,0,0,0,0,0,0,0,0,120258560
1066,1066,0,169,99,0,0,0,0,0,0,0,0,120258560
1067,1067,0,169,99,0,0,0,0,0,0,0,0,120258560
1068,1068,0,169,99,0,0,0,0,0,0,0,0,120258560
1069,1069,0,169,99,0,0,0,0,0,0,0,0,120258560
1070,1070,0,169,99,0,0,0,0,0,0,0,0,120258560
1071,1071,0,169,104,0,0,0,0,0,0,0,0,120258560
1072,1072,0,169,104,0,0,0,0,0,0,0,0,120258560
1073,1073,0,169,104,0,0,0,0,0,0,0,0,120258560
1074,1074,0,169,104,0,0,0,0,0,0,0,0,120258560
1075,1075,0,169,104,0,0,0,0,0,0,0,0,120258560
1076,1076,0,169,104,0,0,0,0,0,0,0,0,120258560
1077,1077,0,169,104,0,0,0,0,0,0,0,0,120258560
1078,1078,0,169,104,0,0,0,0,0,0,0,0,120258560
1079,1079,0,169,104,0,0,0,0,0,0,0,0,120258560
1080,1080,0,169,104,0,0,0,0,0,0,0,0,120258560
1081,1081,0,169,104,0,0,0,0,0,0,0,0,120258560
1082,1082,0,169,104,0,0,0,0,0,0,0,0,120258560
1083,1083,0,169,104,0,0,0,0,0,0,0,0,120258560
1084,1084,0,169,104,0,0,0,0,0,0,0,0,120258560
1085,1085,0,169,104,0,0,0,0,0,0,0,0,120258560
1086,1086,0,169,104,0,0,0,0,0,0,0,0,120258560
1087,1087,0,169,104,0,0,0,0,0,0,0,0,120258560
1088,1088,0,169,104,0,0,0,0,0,0,0,0,120258560
1089,1089,0,169,104,0,0,0,0,0,0,0,0,120258560
1090,1090,0,169,104,0,0,0,0,0,0,0,0,120258560
1091,1091,0,169,109,0,0,0,0,0,0,0,0,120258560
1092,1092,0,169,109,0,0,0,0,0,0,0,0,120258560
1093,1093,0,169,109,0,0,0,0,0,0,0,0,120258560
1094,1094,0,169,109,0,0,0,0,0,0,0,0,120258560
1095,1095,0,169,109,0,0,0,0,0,0,0,0,120258560
1096,1096,0,169,109,0,0,0,0,0,0,0,0,120258560
1097,1097,0,169,109,0,0,0,0,0,0,0,0,120258560
1098,1098,0,169,109,0,0,0,0,0,0,0,0,120258560
1099,1099,0,169,109,0,0,0,0,0,0,0,0,120258560
1100,1100,0,169,109,0,0,0,0,0,0,0,0,120258560
1101,1101,0,169,109,0,0,0,0,0,0,0,0,120258560
1102,1102,0,169,109,0,0,0,0,0,0,0,0,120258560
1103,1103,0,169,109,0,0,0,0,0,0,0,0,120258560
1104,1104,0,169,109,0,0,0,0,0,0,0,0,120258560
1105,1105,0,169,109,0,0,0,0,0,0,0,0,120258560
1106,1106,0,169,109,0,0,0,0,0,0,0,0,120258560
1107,1107,0,169,109,0,0,0,0,0,0,0,0,120258560
1108,1108,0,169,109,0,0,0,0,0,0,0,0,120258560
1109,1109,0,169,109,0,0,0,0,0,0,0,0,120258560
1110,1110,0,169,109,0,0,0,0,0,0,0,0,120258560
1111,1111,0,169,117,0,0,0,0,0,0,0,0,120258560
1112,1112,0,169,117,0,0,0,0,0,0,0,0,120258560
1113,1113,0,169,117,0,0,0,0,0,0,0,0,120258560
1114,1114,0,169,117,0,0,0,0,0,0,0,0,120258560
1115,1115,0,169,117,0,0,0,0,0,0,0,0,120258560
1116,1116,0,169,117,0,0,0,0,0,0,0,0,120258560
1117,1117,0,169,117,0,0,0,0,0,0,0,0,120258560
1118,1118,0,169,117,0,0,0,0,0,0,0,0,120258560
1119,1119,0,169,117,0,0,0,0,0,0,0,0,120258560
1120,1120,0,169,117,0,0,0,0,0,0,0,0,120258560
1121,1121,0,169,117,0,0,0,0,0,0,0,0,120258560
1122,1122,0,169,117,0,0,0,0,0,0,0,0,120258560
1123,1123,0,169,117,0,0,0,0,0,0,0,0,120258560
1124,1124,0,169,117,0,0,0,0,0,0,0,0,120258560
1125,1125,0,169,117,0,0,0,0,0,0,0,0,120258560
1126,1126,0,169,117,0,0,0,0,0,0,0,0,120258560
1127,1127,0,169,117,0,0,0,0,0,0,0,0,120258560
1128,1128,0,169,117,0,0,0,0,0,0,0,0,120258560
1129,1129,0,169,117,0,0,0,0,0,0,0,0,120258560
1130,1130,0,169,117,0,0,0,0,0,0,0,0,120258560
1131,1131,0,169,123,0,0,0,0,0,0,0,0,120258560
1132,1132,0,168,123,0,0,0,0,0,0,0,0,120258560
1133,1133,0,168,123,0,0,0,0,0,0,0,0,120258560
1134,1134,0,168,123,0,0,0,0,0,0,0,0,120258560
1135,1135,0,168,123,0,0,0,0,0,0,0,0,120258560
1136,1136,0,168,123,0,0,0,0,0,0,0,0,120258560
1137,1137,0,168,123,0,0,0,0,0,0,0,0,120258560
1138,1138,0,168,123,0,0,0,0,0,0,0,0,120258560
1139,1139,0,168,123,0,0,0,0,0,0,0,0,120258560
1140,1140,0,168,123,0,0,0,0,0,0,0,0,120258560
1141,1141,0,168,123,0,0,0,0,0,0,0,0,120258560
1142,1142,0,168,123,0,0,0,0,0,0,0,0,120258560
1143,1143,0,168,123,0,0,0,0,0,0,0,0,120258560
1144,1144,0,168,123,0,0,0,0,0,0,0,0,120258560
1145,1145,0,168,123,0,0,0,0,0,0,0,0,120258560
1146,1146,0,168,123,0,0,0,0,0,0,0,0,120258560
1147,1147,0,168,123,0,0,0,0,0,0,0,0,120258560
1148,1148,0,168,123,0,0,0,0,0,0,0,0,120258560
1149,1149,0,168,123,0,0,0,0,0,0,0,0,120258560
1150,1150,0,168,123,0,0,0,0,0,0,0,0,120258560
1151,1151,0,168,130,0,0,0,0,0,0,0,0,120258560
1152,1152,0,168,130,0,0,0,0,0,0,0,0,120258560
1153,1153,0,168,130,0,0,0,0,0,0,0,0,120258560
1154,1154,0,168,130,0,0,0,0,0,0,0,0,120258560
1155,1155,0,168,130,0,0,0,0,0,0,0,0,120258560
1156,1156,0,168,130,0,0,0,0,0,0,0,0,120258560
1157,1157,0,168,130,0,0,0,0,0,0,0,0,120258560
1158,1158,0,168,130,0,0,0,0,0,0,0,0,120258560
1159,1159,0,168,130,0,0,0,0,0,0,0,0,120258560
1160,1160,0,168,130,0,0,0,0,0,0,0,0,120258560
1161,1161,0,168,130,0,0,0,0,0,0,0,0,120258560
1162,1162,0,168,130,0,0,0,0,0,0,0,0,120258560
1163,1163,0,168,130,0,0,0,0,0,0,0,0,120258560
1164,1164,0,168,130,0,0,0,0,0,0,0,0,120258560
1165,1165,0,168,130,0,0,0,0,0,0,0,0,120258560
1166,1166,0,168,130,0,0,0,0,0,0,0,0,120258560
1167,1167,0,168,130,0,0,0,0,0,0,0,0,120258560
1168,1168,0,168,130,0,0,0,0,0,0,0,0,120258560
1169,1169,0,168,130,0,0,0,0,0,0,0,0,120258560
1170,1170,0,168,130,0,0,0,0,0,0,0,0,120258560
1171,1171,0,168,137,0,0,0,0,0,0,0,0,120258560
1172,1172,0,168,137,0,0,0,0,0,0,0,0,120258560
1173,1173,0,168,137,0,0,0,0,0,0,0,0,120258560
1174,1174,0,168,137,0,0,0,0,0,0,0,0,120258560
1175,1175,0,168,137,0,0,0,0,0,0,0,0,120258560
1176,1176,0,168,137,0,0,0,0,0,0,0,0,120258560
1177,1177,0,168,137,0,0,0,0,0,0,0,0,120258560
1178,1178,0,168,137,0,0,0,0,0,0,0,0,120258560
1179,1179,0,168,137,0,0,0,0,0,0,0,0,120258560
1180,1180,0,168,137,0,0,0,0,0,0,0,0,120258560
1181,1181,0,168,137,0,0,0,0,0,0,0,0,120258560
1182,1182,0,168,137,0,0,0,0,0,0,0,0,120258560
1183,1183,0,168,137,0,0,0,0,0,0,0,0,120258560
1184,1184,0,168,137,0,0,0,0,0,0,0,0,120258560
1185,1185,0,168,137,0,0,0,0,0,0,0,0,120258560
1186,1186,0,168,137,0,0,0,0,0,0,0,0,120258560
1187,1187,0,168,137,0,0,0,0,0,0,0,0,120258560
1188,1188,0,168,137,0,0,0,0,0,0,0,0,120258560
1189,1189,0,168,137,0,0,0,0,0,0,0,0,120258560
1190,1190,0,168,137,0,0,0,0,0,0,0,0,120258560
1191,1191,0,168,143,0,0,0,0,0,0,0,0,120258560
1192,1192,0,168,143,0,0,0,0,0,0,0,0,120258560
1193,1193,0,168,143,0,0,0,0,0,0,0,0,120258560
1194,1194,0,168,143,0,0,0,0,0,0,0,0,120258560
1195,1195,0,168,143,0,0,0,0,0,0,0,0,120258560
1196,1196,0,168,143,0,0,0,0,0,0,0,0,120258560
1197,1197,0,168,143,0,0,0,0,0,0,0,0,120258560
1198,1198,0,168,143,0,0,0,0,0,0,0,0,120258560
1199,1199,0,168,143,0,0,0,0,0,0,0,0,120258560
1200,1200,0,168,143,0,0,0,0,0,0,0,0,120258560
1201,1201,0,168,143,0,0,0,0,0,0,0,0,120258560
1202,1202,0,168,143,0,0,0,0,0,0,0,0,120258560
1203,1203,0,168,143,0,0,0,0,0,0,0,0,120258560
1204,1204,0,168,143,0,0,0,0,0,0,0,0,120258560
1205,1205,0,168,143,0,0,0,0,0,0,0,0,120258560
1206,1206,0,168,143,0,0,0,0,0,0,0,0,120258560
1207,1207,0,168,143,0,0,0,0,0,0,0,0,120258560
1208,1208,0,168,143,0,0,0,0,0,0,0,0,120258560
1209,1209,0,168,143,0,0,0,0,0,0,0,0,120258560
1210,1210,0,168,143,0,0,0,0,0,0,0,0,120258560
1211,1211,0,168,149,0,0,0,0,0,0,0,0,120258560
1212,1212,0,168,149,0,0,0,0,0,0,0,0,120258560
1213,1213,0,168,149,0,0,0,0,0,0,0,0,120258560
1214,1214,0,168,149,0,0,0,0,0,0,0,0,120258560
1215,1215,0,168,149,0,0,0,0,0,0,0,0,120258560
1216,1216,0,168,149,0,0,0,0,0,0,0,0,120258560
1217,1217,0,168,149,0,0,0,0,0,0,0,0,120258560
1218,1218,0,168,149,0,0,0,0,0,0,0,0,120258560
1219,1219,0,168,149,0,0,0,0,0,0,0,0,120258560
1220,1220,0,168,149,0,0,0,0,0,0,0,0,120258560
1221,1221,0,168,149,0,0,0,0,0,0,0,0,120258560
1222,1222,0,168,149,0,0,0,0,0,0,0,0,120258560
1223,1223,0,168,149,0,0,0,0,0,0,0,0,120258560
1224,1224,0,168,149,0,0,0,0,0,0,0,0,120258560
1225,1225,0,168,149,0,0,0,0,0,0,0,0,120258560
1226,1226,0,168,149,0,0,0,0,0,0,0,0,120258560
1227,1227,0,168,149,0,0,0,0,0,0,0,0,120258560
1228,1228,0,168,149,0,0,0,0,0,0,0,0,120258560
1229,1229,0,168,149,0,0,0,0,0,0,0,0,120258560
1230,1230,0,168,149,0,0,0,0,0,0,0,0,120258560
1231,1231,0,168,155,0,0,0,0,0,0,0,0,120258560
1232,1232,0,135,155,0,0,0,0,0,0,0,0,120258560
1233,1233,0,135,155,0,0,0,0,0,0,0,0,120258560
1234,1234,0,135,155,0,0,0,0,0,0,0,0,120258560
1235,1235,0,135,155,0,0,0,0,0,0,0,0,120258560
1236,1236,0,135,155,0,0,0,0,0,0,0,0,120258560
1237,1237,0,135,155,0,0,0,0,0,0,0,0,120258560
1238,1238,0,135,155,0,0,0,0,0,0,0,0,120258560
1239,1239,0,135,155,0,0,0,0,0,0,0,0,120258560
1240,1240,0,135,155,0,0,0,0,0,0,0,0,120258560
1241,1241,0,135,155,0,0,0,0,0,0,0,0,120258560
1242,1242,0,135,155,0,0,0,0,0,0,0,0,120258560
1243,1243,0,135,155,0,0,0,0,0,0,0,0,120258560
1244,1244,0,135,155,0,0,0,0,0,0,0,0,120258560
1245,1245,0,135,155,0,0,0,0,0,0,0,0,120258560
1246,1246,0,135,155,0,0,0,0,0,0,0,0,120258560
1247,1247,0,135,155,0,0,0,0,0,0,0,0,120258560
1248,1248,0,135,155,0,0,0,0,0,0,0,0,120258560
1249,1249,0,135,155,0,0,0,0,0,0,0,0,120258560
1250,1250,0,135,155,0,0,0,0,0,0,0,0,120258560
1251,1251,0,135,159,0,0,0,0,0,0,0,0,120258560
1252,1252,0,135,159,0,0,0,0,0,0,0,0,120258560
1253,1253,0,135,159,0,0,0,0,0,0,0,0,120258560
1254,1254,0,135,159,0,0,0,0,0,0,0,0,120258560
1255,1255,0,135,159,0,0,0,0,0,0,0,0,120258560
1256,1256,0,135,159,0,0,0,0,0,0,0,0,120258560
1257,1257,0,135,159,0,0,0,0,0,0,0,0,120258560
1258,1258,0,135,159,0,0,0,0,0,0,0,0,120258560
1259,1259,0,135,159,0,0,0,0,0,0,0,0,120258560
1260,1260,0,135,159,0,0,0,0,0,0,0,0,120258560
1261,1261,0,135,159,0,0,0,0,0,0,0,0,120258560
1262,1262,0,135,159,0,0,0,0,0,0,0,0,120258560
1263,1263,0,135,159,0,0,0,0,0,0,0,0,120258560
1264,1264,0,135,159,0,0,0,0,0,0,0,0,120258560
1265,1265,0,135,159,0,0,0,0,0,0,0,0,120258560
1266,1266,0,135,159,0,0,0,0,0,0,0,0,120258560
1267,1267,0,135,159,0,0,0,0,0,0,0,0,120258560
1268,1268,0,135,159,0,0,0,0,0,0,0,0,120258560
1269,1269,0,135,159,0,0,0,0,0,0,0,0,120258560
1270,1270,0,135,159,0,0,0,0,0,0,0,0,120258560
1271,1271,0,135,163,0,0,0,0,0,0,0,0,120258560
1272,1272,0,135,163,0,0,0,0,0,0,0,0,120258560
1273,1273,0,135,163,0,0,0,0,0,0,0,0,120258560
1274,1274,0,135,163,0,0,0,0,0,0,0,0,120258560
1275,1275,0,135,163,0,0,0,0,0,0,0,0,120258560
1276,1276,0,135,163,0,0,0,0,0,0,0,0,120258560
1277,1277,0,135,163,0,0,0,0,0,0,0,0,120258560
1278,1278,0,135,163,0,0,0,0,0,0,0,0,120258560
1279,1279,0,135,163,0,0,0,0,0,0,0,0,120258560
1280,1280,0,135,163,0,0,0,0,0,0,0,0,120258560
1281,1281,0,135,163,0,0,0,0,0,0,0,0,120258560
1282,1282,0,135,163,0,0,0,0,0,0,0,0,120258560
1283,1283,0,135,163,0,0,0,0,0,0,0,0,120258560
1284,1284,0,135,163,0,0,0,0,0,0,0,0,120258560
1285,1285,0,135,163,0,0,0,0,0,0,0,0,120258560
1286,1286,0,135,163,0,0,0,0,0,0,0,0,120258560
1287,1287,0,135,163,0,0,0,0,0,0,0,0,120258560
1288,1288,0,135,163,0,0,0,0,0,0,0,0,120258560
1289,1289,0,135,163,0,0,0,0,0,0,0,0,120258560
1290,1290,0,135,163,0,0,0,0,0,0,0,0,120258560
1291,1291,0,135,165,0,0,0,0,0,0,0,0,120258560
1292,1292,0,135,165,0,0,0,0,0,0,0,0,120258560
1293,1293,0,135,165,0,0,0,0,0,0,0,0,120258560
1294,1294,0,135,165,0,0,0,0,0,0,0,0,120258560
1295,1295,0,135,165,0,0,0,0,0,0,0,0,120258560
1296,1296,0,135,165,0,0,0,0,0,0,0,0,120258560
1297,1297,0,135,165,0,0,0,0,0,0,0,0,120258560
1298,1298,0,135,165,0,0,0,0,0,0,0,0,120258560
1299,1299,0,135,165,0,0,0,0,0,0,0,0,120258560
1300,1300,0,135,165,0,0,0,0,0,0,0,0,120258560
1301,1301,0,135,165,0,0,0,0,0,0,0,0,120258560
1302,1302,0,135,165,0,0,0,0,0,0,0,0,120258560
1303,1303,0,135,165,0,0,0,0,0,0,0,0,120258560
1304,1304,0,135,165,0,0,0,0,0,0,0,0,120258560
1305,1305,0,135,165,0,0,0,0,0,0,0,0,120258560
1306,1306,0,135,165,0,0,0,0,0,0,0,0,120258560
1307,1307,0,135,165,0,0,0,0,0,0,0,0,120258560
1308,1308,0,135,165,0,0,0,0,0,0,0,0,120258560
1309,1309,0,135,165,0,0,0,0,0,0,0,0,120258560
1310,1310,0,135,165,0,0,0,0,0,0,0,0,120258560
1311,1311,0,135,167,0,0,0,0,0,0,0,0,120258560
1312,1312,0,135,167,0,0,0,0,0,0,0,0,120258560
1313,1313,0,135,167,0,0,0,0,0,0,0,0,120258560
1314,1314,0,135,167,0,0,0,0,0,0,0,0,120258560
1315,1315,0,135,167,0,0,0,0,0,0,0,0,120258560
1316,1316,0,135,167,0,0,0,0,0,0,0,0,120258560
1317,1317,0,135,167,0,0,0,0,0,0,0,0,120258560
1318,1318,0,135,167,0,0,0,0,0,0,0,0,120258560
1319,1319,0,135,167,0,0,0,0,0,0,0,0,120258560
1320,1320,0,135,167,0,0,0,0,0,0,0,0,120258560
1321,1321,0,135,167,0,0,0,0,0,0,0,0,120258560
1322,1322,0,135,167,0,0,0,0,0,0,0,0,120258560
1323,1323,0,135,167,0,0,0,0,0,0,0,0,120258560
1324,1324,0,135,167,0,0,0,0,0,0,0,0,120258560
1325,1325,0,135,167,0,0,0,0,0,0,0,0,120258560
1326,1326,0,135,167,0,0,0,0,0,0,0,0,120258560
1327,1327,0,135,167,0,0,0,0,0,0,0,0,120258560
1328,1328,0,135,167,0,0,0,0,0,0,0,0,120258560
1329,1329,0,135,167,0,0,0,0,0,0,0,0,120258560
1330,1330,0,135,167,0,0,0,0,0,0,0,0,120258560
1331,1331,0,135,167,0,0,0,0,0,0,0,0,120258560
1332,1332,0,94,167,0,0,0,0,0,0,0,0,120258560
1333,1333,0,94,167,0,0,0,0,0,0,0,0,120258560
1334,1334,0,94,167,0,0,0,0,0,0,0,0,120258560
1335,1335,0,94,167,0,0,0,0,0,0,0,0,120258560
1336,1336,0,94,167,0,0,0,0,0,0,0,0,120258560
1337,1337,0,94,167,0,0,0,0,0,0,0,0,120258560
1338,1338,0,94,167,0,0,0,0,0,0,0,0,120258560
1339,1339,0,94,167,0,0,0,0,0,0,0,0,120258560
1340,1340,0,94,167,0,0,0,0,0,0,0,0,120258560
1341,1341,0,94,167,0,0,0,0,0,0,0,0,120258560
1342,1342,0,94,167,0,0,0,0,0,0,0,0,120258560
1343,1343,0,94,167,0,0,0,0,0,0,0,0,120258560
1344,1344,0,94,167,0,0,0,0,0,0,0,0,120258560
1345,1345,0,94,167,0,0,0,0,0,0,0,0,120258560
1346,1346,0,94,167,0,0,0,0,0,0,0,0,120258560
1347,1347,0,94,167,0,0,0,0,0,0,0,0,120258560
1348,1348,0,94,167,0,0,0,0,0,0,0,0,120258560
1349,1349,0,94,167,0,0,0,0,0,0,0,0,120258560
1350,1350,0,94,167,0,0,0,0,0,0,0,0,120258560
1351,1351,0,94,166,0,0,0,0,0,0,0,0,120258560
1352,1352,0,94,166,0,0,0,0,0,0,0,0,120258560
1353,1353,0,94,166,0,0,0,0,0,0,0,0,120258560
1354,1354,0,94,166,0,0,0,0,0,0,0,0,120258560
1355,1355,0,94,166,0,0,0,0,0,0,0,0,120258560
1356,1356,0,94,166,0,0,0,0,0,0,0,0,120258560
1357,1357,0,94,166,0,0,0,0,0,0,0,0,120258560
1358,1358,0,94,166,0,0,0,0,0,0,0,0,120258560
1359,1359,0,94,166,0,0,0,0,0,0,0,0,120258560
1360,1360,0,94,166,0,0,0,0,0,0,0,0,120258560
1361,1361,0,94,166,0,0,0,0,0,0,0,0,120258560
1362,1362,0,94,166,0,0,0,0,0,0,0,0,120258560
1363,1363,0,94,166,0,0,0,0,0,0,0,0,120258560
1364,1364,0,94,166,0,0,0,0,0,0,0,0,120258560
1365,1365,0,94,166,0,0,0,0,0,0,0,0,120258560
1366,1366,0,94,166,0,0,0,0,0,0,0,0,120258560
1367,1367,0,94,166,0,0,0,0,0,0,0,0,120258560
1368,1368,0,94,166,0,0,0,0,0,0,0,0,120258560
1369,1369,0,94,166,0,0,0,0,0,0,0,0,120258560
1370,1370,0,94,166,0,0,0,0,0,0,0,0,120258560
1371,1371,0,94,163,0,0,0,0,0,0,0,0,120258560
1372,1372,0,94,163,0,0,0,0,0,0,0,0,120258560
1373,1373,0,94,163,0,0,0,0,0,0,0,0,120258560
1374,1374,0,94,163,0,0,0,0,0,0,0,0,120258560
1375,1375,0,94,163,0,0,0,0,0,0,0,0,120258560
1376,1376,0,94,163,0,0,0,0,0,0,0,0,120258560
1377,1377,0,94,163,0,0,0,0,0,0,0,0,120258560
1378,1378,0,94,163,0,0,0,0,0,0,0,0,120258560
1379,1379,0,94,163,0,0,0,0,0,0,0,0,120258560
1380,1380,0,94,163,0,0,0,0,0,0,0,0,120258560
1381,1381,0,94,163,0,0,0,0,0,0,0,0,120258560
1382,1382,0,94,163,0,0,0,0,0,0,0,0,120258560
1383,1383,0,94,163,0,0,0,0,0,0,0,0,120258560
1384,1384,0,94,163,0,0,0,0,0,0,0,0,120258560
1385,1385,0,94,163,0,0,0,0,0,0,0,0,120258560
1386,1386,0,94,163,0,0,0,0,0,0,0,0,120258560
1387,1387,0,94,163,0,0,0,0,0,0,0,0,120258560
1388,1388,0,94,163,0,0,0,0,0,0,0,0,120258560
1389,1389,0,94,163,0,0,0,0,0,0,0,0,120258560
1390,1390,0,94,163,0,0,0,0,0,0,0,0,120258560
1391,1391,0,94,160,0,0,0,0,0,0,0,0,120258560
1392,1392,0,94,160,0,0,0,0,0,0,0,0,120258560
1393,1393,0,94,160,0,0,0,0,0,0,0,0,120258560
1394,1394,0,94,160,0,0,0,0,0,0,0,0,120258560
1395,1395,0,94,160,0,0,0,0,0,0,0,0,120258560
1396,1396,0,94,160,0,0,0,0,0,0,0,0,120258560
1397,1397,0,94,160,0,0,0,0,0,0,0,0,120258560
1398,1398,0,94,160,0,0,0,0,0,0,0,0,120258560
1399,1399,0,94,160,0,0,0,0,0,0,0,0,120258560
1400,1400,0,94,160,0,0,0,0,0,0,0,0,120258560
1401,1401,0,94,160,0,0,0,0,0,0,0,0,120258560
1402,1402,0,94,160,0,0,0,0,0,0,0,0,120258560
1403,1403,0,94,160,0,0,0,0,0,0,0,0,120258560
1404,1404,0,94,160,0,0,0,0,0,0,0,0,120258560
1405,1405,0,94,160,0,0,0,0,0,0,0,0,120258560
1406,1406,0,94,160,0,0,0,0,0,0,0,0,120258560
1407,1407,0,94,160,0,0,0,0,0,0,0,0,120258560
1408,1408,0,94,160,0,0,0,0,0,0,0,0,120258560
1409,1409,0,94,160,0,0,0,0,0,0,0,0,120258560
1410,1410,0,94,160,0,0,0,0,0,0,0,0,120258560
1411,1411,0,94,156,0,0,0,0,0,0,0,0,120258560
1412,1412,0,94,156,0,0,0,0,0,0,0,0,120258560
1413,1413,0,94,156,0,0,0,0,0,0,0,0,120258560
1414,1414,0,94,156,0,0,0,0,0,0,0,0,120258560
1415,1415,0,94,156,0,0,0,0,0,0,0,0,120258560
1416,1416,0,94,156,0,0,0,0,0,0,0,0,120258560
1417,1417,0,94,156,0,0,0,0,0,0,0,0,120258560
1418,1418,0,94,156,0,0,0,0,0,0,0,0,120258560
1419,1419,0,94,156,0,0,0,0,0,0,0,0,120258560
1420,1420,0,94,156,0,0,0,0,0,0,0,0,120258560
1421,1421,0,94,156,0,0,0,0,0,0,0,0,120258560
1422,1422,0,94,156,0,0,0,0,0,0,0,0,120258560
1423,1423,0,94,156,0,0,0,0,0,0,0,0,120258560
1424,1424,0,94,156,0,0,0,0,0,0,0,0,120258560
1425,1425,0,94,156,0,0,0,0,0,0,0,0,120258560
1426,1426,0,94,156,0,0,0,0,0,0,0,0,120258560
1427,1427,0,94,156,0,0,0,0,0,0,0,0,120258560
1428,1428,0,94,156,0,0,0,0,0,0,0,0,120258560
1429,1429,0,94,156,0,0,0,0,0,0,0,0,120258560
1430,1430,0,94,156,0,0,0,0,0,0,0,0,120258560
1431,1431,0,94,151,0,0,0,0,0,0,0,0,120258560
1432,1432,0,75,151,0,0,0,0,0,0,0,0,120258560
1433,1433,0,75,151,0,0,0,0,0,0,0,0,120258560
1434,1434,0,75,151,0,0,0,0,0,0,0,0,120258560
1435,1435,0,75,151,0,0,0,0,0,0,0,0,120258560
1436,1436,0,75,151,0,0,0,0,0,0,0,0,120258560
1437,1437,0,75,151,0,0,0,0,0,0,0,0,120258560
1438,1438,0,75,151,0,0,0,0,0,0,0,0,120258560
1439,1439,0,75,151,0,0,0,0,0,0,0,0,120258560
1440,1440,0,75,151,0,0,0,0,0,0,0,0,120258560
1441,1441,0,75,151,0,0,0,0,0,0,0,0,120258560
1442,1442,0,75,151,0,0,0,0,0,0,0,0,120258560
1443,1443,0,75,151,0,0,0,0,0,0,0,0,120258560
1444,1444,0,75,151,0,0,0,0,0,0,0,0,120258560
1445,1445,0,75,151,0,0,0,0,0,0,0,0,120258560
1446,1446,0,75,151,0,0,0,0,0,0,0,0,120258560
1447,1447,0,75,151,0,0,0,0,0,0,0,0,120258560
1448,1448,0,75,151,0,0,0,0,0,0,0,0,120258560
1449,1449,0,75,151,0,0,0,0,0,0,0,0,120258560
1450,1450,0,75,151,0,0,0,0,0,0,0,0,120258560
1451,1451,0,75,145,0,0,0,0,0,0,0,0,120258560
1452,1452,0,75,145,0,0,0,0,0,0,0,0,120258560
1453,1453,0,75,145,0,0,0,0,0,0,0,0,120258560
1454,1454,0,75,145,0,0,0,0,0,0,0,0,120258560
1455,1455,0,75,145,0,0,0,0,0,0,0,0,120258560
1456,1456,0,75,145,0,0,0,0,0,0,0,0,120258560
1457,1457,0,75,145,0,0,0,0,0,0,0,0,120258560
1458,1458,0,75,145,0,0,0,0,0,0,0,0,120258560
1459,1459,0,75,145,0,0,0,0,0,0,0,0,120258560
1460,1460,0,75,145,0,0,0,0,0,0,0,0,120258560
1461,1461,0,75,145,0,0,0,0,0,0,0,0,120258560
1462,1462,0,75,145,0,0,0,0,0,0,0,0,120258560
1463,1463,0,75,145,0,0,0,0,0,0,0,0,120258560
1464,1464,0,75,145,0,0,0,0,0,0,0,0,120258560
1465,1465,0,75,145,0,0,0,0,0,0,0,0,120258560
1466,1466,0,75,145,0,0,0,0,0,0,0,0,120258560
1467,1467,0,75,145,0,0,0,0,0,0,0,0,120258560
