Sample in Buffer,Sample in Window,TRIGGER,D_IBUF[7:0],A_OBUF[7:0],amp_d[8:0],amp_d_signed[7:0],mult_full__0[15:0],user_probe_0[8:0],amp_d_signed_avg[7:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,HEX,SIGNED,UNSIGNED
6944,6944,0,119,128,27,27,0129,41,27
6945,6945,0,119,128,27,27,0129,41,27
6946,6946,0,119,128,27,27,0129,41,27
6947,6947,0,119,128,27,27,0087,135,27
6948,6948,0,119,128,27,27,0087,135,27
6949,6949,0,119,128,27,27,0087,135,27
6950,6950,0,119,128,27,27,0087,135,27
6951,6951,0,119,128,27,27,0087,135,27
6952,6952,0,119,128,27,27,0087,135,27
6953,6953,0,119,128,27,27,0087,135,27
6954,6954,0,119,128,27,27,0087,135,27
6955,6955,0,119,128,27,27,0087,135,27
6956,6956,0,119,128,27,27,0087,135,27
6957,6957,0,119,128,27,27,0087,135,27
6958,6958,0,119,128,27,27,0087,135,27
6959,6959,0,119,128,27,27,0087,135,27
6960,6960,0,119,128,27,27,0087,135,27
6961,6961,0,119,128,27,27,0087,135,27
6962,6962,0,119,128,27,27,0087,135,27
6963,6963,0,119,128,27,27,0087,135,27
6964,6964,0,119,128,27,27,0087,135,27
6965,6965,0,119,128,27,27,0087,135,27
6966,6966,0,119,128,27,27,0087,135,27
6967,6967,0,119,128,27,27,ffca,-54,27
6968,6968,0,119,128,27,27,ffca,-54,27
6969,6969,0,119,128,27,27,ffca,-54,27
6970,6970,0,119,128,27,27,ffca,-54,27
6971,6971,0,119,128,27,27,ffca,-54,27
6972,6972,0,119,128,27,27,ffca,-54,27
6973,6973,0,119,128,27,27,ffca,-54,27
6974,6974,0,119,128,27,27,ffca,-54,27
6975,6975,0,119,128,27,27,ffca,-54,27
6976,6976,0,119,128,27,27,ffca,-54,27
6977,6977,0,119,128,27,27,ffca,-54,27
6978,6978,0,119,128,27,27,ffca,-54,27
6979,6979,0,119,128,27,27,ffca,-54,27
6980,6980,0,119,128,27,27,ffca,-54,27
6981,6981,0,119,128,27,27,ffca,-54,27
6982,6982,0,119,128,27,27,ffca,-54,27
6983,6983,0,119,128,27,27,ffca,-54,27
6984,6984,0,119,128,27,27,ffca,-54,27
6985,6985,0,119,128,27,27,ffca,-54,27
6986,6986,0,119,128,27,27,ffca,-54,27
6987,6987,0,119,128,27,27,ff28,-216,27
6988,6988,0,119,128,27,27,ff28,-216,27
6989,6989,0,119,128,27,27,ff28,-216,27
6990,6990,0,119,128,27,27,ff28,-216,27
6991,6991,0,119,128,27,27,ff28,-216,27
6992,6992,0,119,128,27,27,ff28,-216,27
6993,6993,0,119,128,27,27,ff28,-216,27
6994,6994,0,119,128,27,27,ff28,-216,27
6995,6995,0,119,128,27,27,ff28,-216,27
6996,6996,0,119,128,27,27,ff28,-216,27
6997,6997,0,119,128,27,27,ff28,-216,27
6998,6998,0,119,128,27,27,ff28,-216,27
6999,6999,0,119,128,27,27,ff28,-216,27
7000,7000,0,119,128,27,27,ff28,-216,27
7001,7001,0,119,128,27,27,ff28,-216,27
7002,7002,0,119,128,27,27,ff28,-216,27
7003,7003,0,119,128,27,27,ff28,-216,27
7004,7004,0,119,128,27,27,ff28,-216,27
7005,7005,0,119,128,27,27,ff28,-216,27
7006,7006,0,119,128,27,27,ff28,-216,27
7007,7007,0,119,128,27,27,fe86,-122,27
7008,7008,0,119,128,27,27,fe86,-122,27
7009,7009,0,119,128,27,27,fe86,-122,27
7010,7010,0,119,128,27,27,fe86,-122,27
7011,7011,0,119,128,27,27,fe86,-122,27
7012,7012,0,119,128,27,27,fe86,-122,27
7013,7013,0,119,128,27,27,fe86,-122,27
7014,7014,0,119,128,27,27,fe86,-122,27
7015,7015,0,119,128,27,27,fe86,-122,27
7016,7016,0,119,128,27,27,fe86,-122,27
7017,7017,0,119,128,27,27,fe86,-122,27
7018,7018,0,119,128,27,27,fe86,-122,27
7019,7019,0,119,128,27,27,fe86,-122,27
7020,7020,0,119,128,27,27,fe86,-122,27
7021,7021,0,119,128,27,27,fe86,-122,27
7022,7022,0,119,128,27,27,fe86,-122,27
7023,7023,0,119,128,27,27,fe86,-122,27
7024,7024,0,119,128,27,27,fe86,-122,27
7025,7025,0,119,128,27,27,fe86,-122,27
7026,7026,0,119,128,27,27,fe86,-122,27
7027,7027,0,119,128,27,27,fde4,-28,27
7028,7028,0,124,128,27,27,fde4,-28,27
7029,7029,0,124,128,27,27,fde4,-28,27
7030,7030,0,124,128,27,27,fde4,-28,27
7031,7031,0,124,128,27,27,fde4,-28,27
7032,7032,0,124,128,27,27,fde4,-28,27
7033,7033,0,124,128,27,27,fde4,-28,27
7034,7034,0,124,128,27,27,fde4,-28,27
7035,7035,0,124,128,27,27,fde4,-28,27
7036,7036,0,124,128,27,27,fde4,-28,27
7037,7037,0,124,128,27,27,fde4,-28,27
7038,7038,0,124,128,27,27,fde4,-28,27
7039,7039,0,124,128,27,27,fde4,-28,27
7040,7040,0,124,128,27,27,fde4,-28,27
7041,7041,0,124,128,27,27,fde4,-28,27
7042,7042,0,124,128,27,27,fde4,-28,27
7043,7043,0,124,128,27,27,fde4,-28,27
7044,7044,0,124,128,27,27,fde4,-28,27
7045,7045,0,124,128,27,27,fde4,-28,27
7046,7046,0,124,128,27,27,fde4,-28,27
7047,7047,0,124,128,27,27,fd42,-190,27
7048,7048,0,124,128,27,27,fd42,-190,27
7049,7049,0,124,128,27,27,fd42,-190,27
7050,7050,0,124,128,27,27,fd42,-190,27
7051,7051,0,124,128,27,27,fd42,-190,27
7052,7052,0,124,128,27,27,fd42,-190,27
7053,7053,0,124,128,27,27,fd42,-190,27
7054,7054,0,124,128,27,27,fd42,-190,27
7055,7055,0,124,128,27,27,fd42,-190,27
7056,7056,0,124,128,27,27,fd42,-190,27
7057,7057,0,124,128,27,27,fd42,-190,27
7058,7058,0,124,128,27,27,fd42,-190,27
7059,7059,0,124,128,27,27,fd42,-190,27
7060,7060,0,124,128,27,27,fd42,-190,27
7061,7061,0,124,128,27,27,fd42,-190,27
7062,7062,0,124,128,27,27,fd42,-190,27
7063,7063,0,124,128,27,27,fd42,-190,27
7064,7064,0,124,128,27,27,fd42,-190,27
7065,7065,0,124,128,27,27,fd42,-190,27
7066,7066,0,124,128,27,27,fd42,-190,27
7067,7067,0,124,128,27,27,fca0,-96,27
7068,7068,0,124,128,27,27,fca0,-96,27
7069,7069,0,124,128,27,27,fca0,-96,27
7070,7070,0,124,128,27,27,fca0,-96,27
7071,7071,0,124,128,27,27,fca0,-96,27
7072,7072,0,124,128,27,27,fca0,-96,27
7073,7073,0,124,128,27,27,fca0,-96,27
7074,7074,0,124,128,27,27,fca0,-96,27
7075,7075,0,124,128,27,27,fca0,-96,27
7076,7076,0,124,128,27,27,fca0,-96,27
7077,7077,0,124,128,27,27,fca0,-96,27
7078,7078,0,124,128,27,27,fca0,-96,27
7079,7079,0,124,128,27,27,fca0,-96,27
7080,7080,0,124,128,27,27,fca0,-96,27
7081,7081,0,124,128,27,27,fca0,-96,27
7082,7082,0,124,128,27,27,fca0,-96,27
7083,7083,0,124,128,27,27,fca0,-96,27
7084,7084,0,124,128,27,27,fca0,-96,27
7085,7085,0,124,128,27,27,fca0,-96,27
7086,7086,0,124,128,27,27,fca0,-96,27
7087,7087,0,124,128,27,27,fbfe,-2,27
7088,7088,0,124,128,27,27,fbfe,-2,27
7089,7089,0,124,128,27,27,fbfe,-2,27
7090,7090,0,124,128,27,27,fbfe,-2,27
7091,7091,0,124,128,27,27,fbfe,-2,27
7092,7092,0,124,128,27,27,fbfe,-2,27
7093,7093,0,124,128,27,27,fbfe,-2,27
7094,7094,0,124,128,27,27,fbfe,-2,27
7095,7095,0,124,128,27,27,fbfe,-2,27
7096,7096,0,124,128,27,27,fbfe,-2,27
7097,7097,0,124,128,27,27,fbfe,-2,27
7098,7098,0,124,128,27,27,fbfe,-2,27
7099,7099,0,124,128,27,27,fbfe,-2,27
7100,7100,0,124,128,27,27,fbfe,-2,27
7101,7101,0,124,128,27,27,fbfe,-2,27
7102,7102,0,124,128,27,27,fbfe,-2,27
7103,7103,0,124,128,27,27,fbfe,-2,27
7104,7104,0,124,128,27,27,fbfe,-2,27
7105,7105,0,124,128,27,27,fbfe,-2,27
7106,7106,0,124,128,27,27,fbfe,-2,27
7107,7107,0,124,128,27,27,fb5c,-164,27
7108,7108,0,124,128,27,27,fb5c,-164,27
7109,7109,0,124,128,27,27,fb5c,-164,27
7110,7110,0,124,128,27,27,fb5c,-164,27
7111,7111,0,124,128,27,27,fb5c,-164,27
7112,7112,0,124,128,27,27,fb5c,-164,27
7113,7113,0,124,128,27,27,fb5c,-164,27
7114,7114,0,124,128,27,27,fb5c,-164,27
7115,7115,0,124,128,27,27,fb5c,-164,27
7116,7116,0,124,128,27,27,fb5c,-164,27
7117,7117,0,124,128,27,27,fb5c,-164,27
7118,7118,0,124,128,27,27,fb5c,-164,27
7119,7119,0,124,128,27,27,fb5c,-164,27
7120,7120,0,124,128,27,27,fb5c,-164,27
7121,7121,0,124,128,27,27,fb5c,-164,27
7122,7122,0,124,128,27,27,fb5c,-164,27
7123,7123,0,124,128,27,27,fb5c,-164,27
7124,7124,0,124,128,27,27,fb5c,-164,27
7125,7125,0,124,128,27,27,fb5c,-164,27
7126,7126,0,124,128,27,27,fb5c,-164,27
7127,7127,0,124,128,27,27,faba,-70,27
7128,7128,0,130,128,27,27,faba,-70,27
7129,7129,0,130,128,27,27,faba,-70,27
7130,7130,0,130,128,27,27,faba,-70,27
7131,7131,0,130,128,27,27,faba,-70,27
7132,7132,0,130,128,27,27,faba,-70,27
7133,7133,0,130,128,27,27,faba,-70,27
7134,7134,0,130,128,27,27,faba,-70,27
7135,7135,0,130,128,27,27,faba,-70,27
7136,7136,0,130,128,27,27,faba,-70,27
7137,7137,0,130,128,27,27,faba,-70,27
7138,7138,0,130,128,27,27,faba,-70,27
7139,7139,0,130,128,27,27,faba,-70,27
7140,7140,0,130,128,27,27,faba,-70,27
7141,7141,0,130,128,27,27,faba,-70,27
7142,7142,0,130,128,27,27,faba,-70,27
7143,7143,0,130,128,27,27,faba,-70,27
7144,7144,0,130,128,27,27,faba,-70,27
7145,7145,0,130,128,27,27,faba,-70,27
7146,7146,0,130,128,27,27,faba,-70,27
7147,7147,0,130,128,27,27,fa33,-205,27
7148,7148,0,130,128,27,27,fa33,-205,27
7149,7149,0,130,128,27,27,fa33,-205,27
7150,7150,0,130,128,27,27,fa33,-205,27
7151,7151,0,130,128,27,27,fa33,-205,27
7152,7152,0,130,128,27,27,fa33,-205,27
7153,7153,0,130,128,27,27,fa33,-205,27
7154,7154,0,130,128,27,27,fa33,-205,27
7155,7155,0,130,128,27,27,fa33,-205,27
7156,7156,0,130,128,27,27,fa33,-205,27
7157,7157,0,130,128,27,27,fa33,-205,27
7158,7158,0,130,128,27,27,fa33,-205,27
7159,7159,0,130,128,27,27,fa33,-205,27
7160,7160,0,130,128,27,27,fa33,-205,27
7161,7161,0,130,128,27,27,fa33,-205,27
7162,7162,0,130,128,27,27,fa33,-205,27
7163,7163,0,130,128,27,27,fa33,-205,27
7164,7164,0,130,128,27,27,fa33,-205,27
7165,7165,0,130,128,27,27,fa33,-205,27
7166,7166,0,130,128,27,27,fa33,-205,27
7167,7167,0,130,128,27,27,f991,-111,27
7168,7168,0,130,128,27,27,f991,-111,27
7169,7169,0,130,128,27,27,f991,-111,27
7170,7170,0,130,128,27,27,f991,-111,27
7171,7171,0,130,128,27,27,f991,-111,27
7172,7172,0,130,128,27,27,f991,-111,27
7173,7173,0,130,128,27,27,f991,-111,27
7174,7174,0,130,128,27,27,f991,-111,27
7175,7175,0,130,128,27,27,f991,-111,27
7176,7176,0,130,128,27,27,f991,-111,27
7177,7177,0,130,128,27,27,f991,-111,27
7178,7178,0,130,128,27,27,f991,-111,27
7179,7179,0,130,128,27,27,f991,-111,27
7180,7180,0,130,128,27,27,f991,-111,27
7181,7181,0,130,128,27,27,f991,-111,27
7182,7182,0,130,128,27,27,f991,-111,27
7183,7183,0,130,128,27,27,f991,-111,27
7184,7184,0,130,128,27,27,f991,-111,27
7185,7185,0,130,128,27,27,f991,-111,27
7186,7186,0,130,128,27,27,f991,-111,27
7187,7187,0,130,128,27,27,f90a,-246,27
7188,7188,0,130,128,27,27,f90a,-246,27
7189,7189,0,130,128,27,27,f90a,-246,27
7190,7190,0,130,128,27,27,f90a,-246,27
7191,7191,0,130,128,27,27,f90a,-246,27
7192,7192,0,130,128,27,27,f90a,-246,27
7193,7193,0,130,128,27,27,f90a,-246,27
7194,7194,0,130,128,27,27,f90a,-246,27
7195,7195,0,130,128,27,27,f90a,-246,27
7196,7196,0,130,128,27,27,f90a,-246,27
7197,7197,0,130,128,27,27,f90a,-246,27
7198,7198,0,130,128,27,27,f90a,-246,27
7199,7199,0,130,128,27,27,f90a,-246,27
7200,7200,0,130,128,27,27,f90a,-246,27
7201,7201,0,130,128,27,27,f90a,-246,27
7202,7202,0,130,128,27,27,f90a,-246,27
7203,7203,0,130,128,27,27,f90a,-246,27
7204,7204,0,130,128,27,27,f90a,-246,27
7205,7205,0,130,128,27,27,f90a,-246,27
7206,7206,0,130,128,27,27,f90a,-246,27
7207,7207,0,130,128,27,27,f883,-125,27
7208,7208,0,130,128,27,27,f883,-125,27
7209,7209,0,130,128,27,27,f883,-125,27
7210,7210,0,130,128,27,27,f883,-125,27
7211,7211,0,130,128,27,27,f883,-125,27
7212,7212,0,130,128,27,27,f883,-125,27
7213,7213,0,130,128,27,27,f883,-125,27
7214,7214,0,130,128,27,27,f883,-125,27
7215,7215,0,130,128,27,27,f883,-125,27
7216,7216,0,130,128,27,27,f883,-125,27
7217,7217,0,130,128,27,27,f883,-125,27
7218,7218,0,130,128,27,27,f883,-125,27
7219,7219,0,130,128,27,27,f883,-125,27
7220,7220,0,130,128,27,27,f883,-125,27
7221,7221,0,130,128,27,27,f883,-125,27
7222,7222,0,130,128,27,27,f883,-125,27
7223,7223,0,130,128,27,27,f883,-125,27
7224,7224,0,130,128,27,27,f883,-125,27
7225,7225,0,130,128,27,27,f883,-125,27
7226,7226,0,130,128,27,27,f883,-125,27
7227,7227,0,130,128,27,27,f7fc,-4,27
7228,7228,0,137,128,27,27,f7fc,-4,27
7229,7229,0,137,128,27,27,f7fc,-4,27
7230,7230,0,137,128,27,27,f7fc,-4,27
7231,7231,0,137,128,27,27,f7fc,-4,27
7232,7232,0,137,128,27,27,f7fc,-4,27
7233,7233,0,137,128,27,27,f7fc,-4,27
7234,7234,0,137,128,27,27,f7fc,-4,27
7235,7235,0,137,128,27,27,f7fc,-4,27
7236,7236,0,137,128,27,27,f7fc,-4,27
7237,7237,0,137,128,27,27,f7fc,-4,27
7238,7238,0,137,128,27,27,f7fc,-4,27
7239,7239,0,137,128,27,27,f7fc,-4,27
7240,7240,0,137,128,27,27,f7fc,-4,27
7241,7241,0,137,128,27,27,f7fc,-4,27
7242,7242,0,137,128,27,27,f7fc,-4,27
7243,7243,0,137,128,27,27,f7fc,-4,27
7244,7244,0,137,128,27,27,f7fc,-4,27
7245,7245,0,137,128,27,27,f7fc,-4,27
7246,7246,0,137,128,27,27,f7fc,-4,27
7247,7247,0,137,128,27,27,f775,-139,27
7248,7248,0,137,128,27,27,f775,-139,27
7249,7249,0,137,128,27,27,f775,-139,27
7250,7250,0,137,128,27,27,f775,-139,27
7251,7251,0,137,128,27,27,f775,-139,27
7252,7252,0,137,128,27,27,f775,-139,27
7253,7253,0,137,128,27,27,f775,-139,27
7254,7254,0,137,128,27,27,f775,-139,27
7255,7255,0,137,128,27,27,f775,-139,27
7256,7256,0,137,128,27,27,f775,-139,27
7257,7257,0,137,128,27,27,f775,-139,27
7258,7258,0,137,128,27,27,f775,-139,27
7259,7259,0,137,128,27,27,f775,-139,27
7260,7260,0,137,128,27,27,f775,-139,27
7261,7261,0,137,128,27,27,f775,-139,27
7262,7262,0,137,128,27,27,f775,-139,27
7263,7263,0,137,128,27,27,f775,-139,27
7264,7264,0,137,128,27,27,f775,-139,27
7265,7265,0,137,128,27,27,f775,-139,27
7266,7266,0,137,128,27,27,f775,-139,27
7267,7267,0,137,128,27,27,f6b8,-72,27
7268,7268,0,137,128,27,27,f6b8,-72,27
7269,7269,0,137,128,27,27,f6b8,-72,27
7270,7270,0,137,128,27,27,f6b8,-72,27
7271,7271,0,137,128,27,27,f6b8,-72,27
7272,7272,0,137,128,27,27,f6b8,-72,27
7273,7273,0,137,128,27,27,f6b8,-72,27
7274,7274,0,137,128,27,27,f6b8,-72,27
7275,7275,0,137,128,27,27,f6b8,-72,27
7276,7276,0,137,128,27,27,f6b8,-72,27
7277,7277,0,137,128,27,27,f6b8,-72,27
7278,7278,0,137,128,27,27,f6b8,-72,27
7279,7279,0,137,128,27,27,f6b8,-72,27
7280,7280,0,137,128,27,27,f6b8,-72,27
7281,7281,0,137,128,27,27,f6b8,-72,27
7282,7282,0,137,128,27,27,f6b8,-72,27
7283,7283,0,137,128,27,27,f6b8,-72,27
7284,7284,0,137,128,27,27,f6b8,-72,27
7285,7285,0,137,128,27,27,f6b8,-72,27
7286,7286,0,137,128,27,27,f6b8,-72,27
7287,7287,0,137,128,27,27,f64c,-180,27
7288,7288,0,137,128,27,27,f64c,-180,27
7289,7289,0,137,128,27,27,f64c,-180,27
7290,7290,0,137,128,27,27,f64c,-180,27
7291,7291,0,137,128,27,27,f64c,-180,27
7292,7292,0,137,128,27,27,f64c,-180,27
7293,7293,0,137,128,27,27,f64c,-180,27
7294,7294,0,137,128,27,27,f64c,-180,27
7295,7295,0,137,128,27,27,f64c,-180,27
7296,7296,0,137,128,27,27,f64c,-180,27
7297,7297,0,137,128,27,27,f64c,-180,27
7298,7298,0,137,128,27,27,f64c,-180,27
7299,7299,0,137,128,27,27,f64c,-180,27
7300,7300,0,137,128,27,27,f64c,-180,27
7301,7301,0,137,128,27,27,f64c,-180,27
7302,7302,0,137,128,27,27,f64c,-180,27
7303,7303,0,137,128,27,27,f64c,-180,27
7304,7304,0,137,128,27,27,f64c,-180,27
7305,7305,0,137,128,27,27,f64c,-180,27
7306,7306,0,137,128,27,27,f64c,-180,27
7307,7307,0,137,128,27,27,f5e0,-32,27
7308,7308,0,137,128,27,27,f5e0,-32,27
7309,7309,0,137,128,27,27,f5e0,-32,27
7310,7310,0,137,128,27,27,f5e0,-32,27
7311,7311,0,137,128,27,27,f5e0,-32,27
7312,7312,0,137,128,27,27,f5e0,-32,27
7313,7313,0,137,128,27,27,f5e0,-32,27
7314,7314,0,137,128,27,27,f5e0,-32,27
7315,7315,0,137,128,27,27,f5e0,-32,27
7316,7316,0,137,128,27,27,f5e0,-32,27
7317,7317,0,137,128,27,27,f5e0,-32,27
7318,7318,0,137,128,27,27,f5e0,-32,27
7319,7319,0,137,128,27,27,f5e0,-32,27
7320,7320,0,137,128,27,27,f5e0,-32,27
7321,7321,0,137,128,27,27,f5e0,-32,27
7322,7322,0,137,128,27,27,f5e0,-32,27
7323,7323,0,137,128,27,27,f5e0,-32,27
7324,7324,0,137,128,27,27,f5e0,-32,27
7325,7325,0,137,128,27,27,f5e0,-32,27
7326,7326,0,137,128,27,27,f5e0,-32,27
7327,7327,0,137,128,27,27,f574,-140,27
7328,7328,0,143,128,27,27,f574,-140,27
7329,7329,0,143,128,27,27,f574,-140,27
7330,7330,0,143,128,27,27,f574,-140,27
7331,7331,0,143,128,27,27,f574,-140,27
7332,7332,0,143,128,27,27,f574,-140,27
7333,7333,0,143,128,27,27,f574,-140,27
7334,7334,0,143,128,27,27,f574,-140,27
7335,7335,0,143,128,27,27,f574,-140,27
7336,7336,0,143,128,27,27,f574,-140,27
7337,7337,0,143,128,27,27,f574,-140,27
7338,7338,0,143,128,27,27,f574,-140,27
7339,7339,0,143,128,27,27,f574,-140,27
7340,7340,0,143,128,27,27,f574,-140,27
7341,7341,0,143,128,27,27,f574,-140,27
7342,7342,0,143,128,27,27,f574,-140,27
7343,7343,0,143,128,27,27,f574,-140,27
7344,7344,0,143,128,27,27,f574,-140,27
7345,7345,0,143,128,27,27,f574,-140,27
7346,7346,0,143,128,27,27,f574,-140,27
7347,7347,0,143,128,27,27,f508,-248,27
7348,7348,0,143,128,27,27,f508,-248,27
7349,7349,0,143,128,27,27,f508,-248,27
7350,7350,0,143,128,27,27,f508,-248,27
7351,7351,0,143,128,27,27,f508,-248,27
7352,7352,0,143,128,27,27,f508,-248,27
7353,7353,0,143,128,27,27,f508,-248,27
7354,7354,0,143,128,27,27,f508,-248,27
7355,7355,0,143,128,27,27,f508,-248,27
7356,7356,0,143,128,27,27,f508,-248,27
7357,7357,0,143,128,27,27,f508,-248,27
7358,7358,0,143,128,27,27,f508,-248,27
7359,7359,0,143,128,27,27,f508,-248,27
7360,7360,0,143,128,27,27,f508,-248,27
7361,7361,0,143,128,27,27,f508,-248,27
7362,7362,0,143,128,27,27,f508,-248,27
7363,7363,0,143,128,27,27,f508,-248,27
7364,7364,0,143,128,27,27,f508,-248,27
7365,7365,0,143,128,27,27,f508,-248,27
7366,7366,0,143,128,27,27,f508,-248,27
7367,7367,0,143,128,27,27,f4b7,-73,27
7368,7368,0,143,128,27,27,f4b7,-73,27
7369,7369,0,143,128,27,27,f4b7,-73,27
7370,7370,0,143,128,27,27,f4b7,-73,27
7371,7371,0,143,128,27,27,f4b7,-73,27
7372,7372,0,143,128,27,27,f4b7,-73,27
7373,7373,0,143,128,27,27,f4b7,-73,27
7374,7374,0,143,128,27,27,f4b7,-73,27
7375,7375,0,143,128,27,27,f4b7,-73,27
7376,7376,0,143,128,27,27,f4b7,-73,27
7377,7377,0,143,128,27,27,f4b7,-73,27
7378,7378,0,143,128,27,27,f4b7,-73,27
7379,7379,0,143,128,27,27,f4b7,-73,27
7380,7380,0,143,128,27,27,f4b7,-73,27
7381,7381,0,143,128,27,27,f4b7,-73,27
7382,7382,0,143,128,27,27,f4b7,-73,27
7383,7383,0,143,128,27,27,f4b7,-73,27
7384,7384,0,143,128,27,27,f4b7,-73,27
7385,7385,0,143,128,27,27,f4b7,-73,27
7386,7386,0,143,128,27,27,f4b7,-73,27
7387,7387,0,143,128,27,27,f466,-154,27
7388,7388,0,143,128,27,27,f466,-154,27
7389,7389,0,143,128,27,27,f466,-154,27
7390,7390,0,143,128,27,27,f466,-154,27
7391,7391,0,143,128,27,27,f466,-154,27
7392,7392,0,143,128,27,27,f466,-154,27
7393,7393,0,143,128,27,27,f466,-154,27
7394,7394,0,143,128,27,27,f466,-154,27
7395,7395,0,143,128,27,27,f466,-154,27
7396,7396,0,143,128,27,27,f466,-154,27
7397,7397,0,143,128,27,27,f466,-154,27
7398,7398,0,143,128,27,27,f466,-154,27
7399,7399,0,143,128,27,27,f466,-154,27
7400,7400,0,143,128,27,27,f466,-154,27
7401,7401,0,143,128,27,27,f466,-154,27
7402,7402,0,143,128,27,27,f466,-154,27
7403,7403,0,143,128,27,27,f466,-154,27
7404,7404,0,143,128,27,27,f466,-154,27
7405,7405,0,143,128,27,27,f466,-154,27
7406,7406,0,143,128,27,27,f466,-154,27
7407,7407,0,143,128,27,27,f415,-235,27
7408,7408,0,143,128,27,27,f415,-235,27
7409,7409,0,143,128,27,27,f415,-235,27
7410,7410,0,143,128,27,27,f415,-235,27
7411,7411,0,143,128,27,27,f415,-235,27
7412,7412,0,143,128,27,27,f415,-235,27
7413,7413,0,143,128,27,27,f415,-235,27
7414,7414,0,143,128,27,27,f415,-235,27
7415,7415,0,143,128,27,27,f415,-235,27
7416,7416,0,143,128,27,27,f415,-235,27
7417,7417,0,143,128,27,27,f415,-235,27
7418,7418,0,143,128,27,27,f415,-235,27
7419,7419,0,143,128,27,27,f415,-235,27
7420,7420,0,143,128,27,27,f415,-235,27
7421,7421,0,143,128,27,27,f415,-235,27
7422,7422,0,143,128,27,27,f415,-235,27
7423,7423,0,143,128,27,27,f415,-235,27
7424,7424,0,143,128,27,27,f415,-235,27
7425,7425,0,143,128,27,27,f415,-235,27
7426,7426,0,143,128,27,27,f415,-235,27
7427,7427,0,143,128,27,27,f3c4,-60,27
7428,7428,0,148,128,27,27,f3c4,-60,27
7429,7429,0,148,128,27,27,f3c4,-60,27
7430,7430,0,148,128,27,27,f3c4,-60,27
7431,7431,0,148,128,27,27,f3c4,-60,27
7432,7432,0,148,128,27,27,f3c4,-60,27
7433,7433,0,148,128,27,27,f3c4,-60,27
7434,7434,0,148,128,27,27,f3c4,-60,27
7435,7435,0,148,128,27,27,f3c4,-60,27
7436,7436,0,148,128,27,27,f3c4,-60,27
7437,7437,0,148,128,27,27,f3c4,-60,27
7438,7438,0,148,128,27,27,f3c4,-60,27
7439,7439,0,148,128,27,27,f3c4,-60,27
7440,7440,0,148,128,27,27,f3c4,-60,27
7441,7441,0,148,128,27,27,f3c4,-60,27
7442,7442,0,148,128,27,27,f3c4,-60,27
7443,7443,0,148,128,27,27,f3c4,-60,27
7444,7444,0,148,128,27,27,f3c4,-60,27
7445,7445,0,148,128,27,27,f3c4,-60,27
7446,7446,0,148,128,27,27,f3c4,-60,27
7447,7447,0,148,128,27,27,f38e,-114,27
7448,7448,0,148,128,27,27,f38e,-114,27
7449,7449,0,148,128,27,27,f38e,-114,27
7450,7450,0,148,128,27,27,f38e,-114,27
7451,7451,0,148,128,27,27,f38e,-114,27
7452,7452,0,148,128,27,27,f38e,-114,27
7453,7453,0,148,128,27,27,f38e,-114,27
7454,7454,0,148,128,27,27,f38e,-114,27
7455,7455,0,148,128,27,27,f38e,-114,27
7456,7456,0,148,128,27,27,f38e,-114,27
7457,7457,0,148,128,27,27,f38e,-114,27
7458,7458,0,148,128,27,27,f38e,-114,27
7459,7459,0,148,128,27,27,f38e,-114,27
7460,7460,0,148,128,27,27,f38e,-114,27
7461,7461,0,148,128,27,27,f38e,-114,27
7462,7462,0,148,128,27,27,f38e,-114,27
7463,7463,0,148,128,27,27,f38e,-114,27
7464,7464,0,148,128,27,27,f38e,-114,27
7465,7465,0,148,128,27,27,f38e,-114,27
7466,7466,0,148,128,27,27,f38e,-114,27
7467,7467,0,148,128,27,27,f358,-168,27
7468,7468,0,148,128,27,27,f358,-168,27
7469,7469,0,148,128,27,27,f358,-168,27
7470,7470,0,148,128,27,27,f358,-168,27
7471,7471,0,148,128,27,27,f358,-168,27
7472,7472,0,148,128,27,27,f358,-168,27
7473,7473,0,148,128,27,27,f358,-168,27
7474,7474,0,148,128,27,27,f358,-168,27
7475,7475,0,148,128,27,27,f358,-168,27
7476,7476,0,148,128,27,27,f358,-168,27
7477,7477,0,148,128,27,27,f358,-168,27
7478,7478,0,148,128,27,27,f358,-168,27
7479,7479,0,148,128,27,27,f358,-168,27
7480,7480,0,148,128,27,27,f358,-168,27
7481,7481,0,148,128,27,27,f358,-168,27
7482,7482,0,148,128,27,27,f358,-168,27
7483,7483,0,148,128,27,27,f358,-168,27
7484,7484,0,148,128,27,27,f358,-168,27
7485,7485,0,148,128,27,27,f358,-168,27
7486,7486,0,148,128,27,27,f358,-168,27
7487,7487,0,148,128,27,27,f322,-222,27
7488,7488,0,148,128,27,27,f322,-222,27
7489,7489,0,148,128,27,27,f322,-222,27
7490,7490,0,148,128,27,27,f322,-222,27
7491,7491,0,148,128,27,27,f322,-222,27
7492,7492,0,148,128,27,27,f322,-222,27
7493,7493,0,148,128,27,27,f322,-222,27
7494,7494,0,148,128,27,27,f322,-222,27
7495,7495,0,148,128,27,27,f322,-222,27
7496,7496,0,148,128,27,27,f322,-222,27
7497,7497,0,148,128,27,27,f322,-222,27
7498,7498,0,148,128,27,27,f322,-222,27
7499,7499,0,148,128,27,27,f322,-222,27
