Sample in Buffer,Sample in Window,TRIGGER,D_IBUF[7:0],A_OBUF[7:0],amp_d[8:0],amp_d_signed[7:0],mult_full__0[15:0],user_probe_0[8:0],amp_d_signed_avg[7:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,HEX,SIGNED,UNSIGNED
0,0,0,104,128,27,27,f38e,-114,27
1,1,0,104,128,27,27,f38e,-114,27
2,2,0,104,128,27,27,f38e,-114,27
3,3,0,104,128,27,27,f38e,-114,27
4,4,0,104,128,27,27,f38e,-114,27
5,5,0,104,128,27,27,f38e,-114,27
6,6,0,104,128,27,27,f38e,-114,27
7,7,0,104,128,27,27,f358,-168,27
8,8,0,104,128,27,27,f358,-168,27
9,9,0,104,128,27,27,f358,-168,27
10,10,0,104,128,27,27,f358,-168,27
11,11,0,104,128,27,27,f358,-168,27
12,12,0,104,128,27,27,f358,-168,27
13,13,0,104,128,27,27,f358,-168,27
14,14,0,104,128,27,27,f358,-168,27
15,15,0,104,128,27,27,f358,-168,27
16,16,0,104,128,27,27,f358,-168,27
17,17,0,104,128,27,27,f358,-168,27
18,18,0,104,128,27,27,f358,-168,27
19,19,0,104,128,27,27,f358,-168,27
20,20,0,104,128,27,27,f358,-168,27
21,21,0,104,128,27,27,f358,-168,27
22,22,0,104,128,27,27,f358,-168,27
23,23,0,104,128,27,27,f358,-168,27
24,24,0,104,128,27,27,f358,-168,27
25,25,0,104,128,27,27,f358,-168,27
26,26,0,104,128,27,27,f358,-168,27
27,27,0,104,128,27,27,f322,-222,27
28,28,0,106,128,27,27,f322,-222,27
29,29,0,106,128,27,27,f322,-222,27
30,30,0,106,128,27,27,f322,-222,27
31,31,0,106,128,27,27,f322,-222,27
32,32,0,106,128,27,27,f322,-222,27
33,33,0,106,128,27,27,f322,-222,27
34,34,0,106,128,27,27,f322,-222,27
35,35,0,106,128,27,27,f322,-222,27
36,36,0,106,128,27,27,f322,-222,27
37,37,0,106,128,27,27,f322,-222,27
38,38,0,106,128,27,27,f322,-222,27
39,39,0,106,128,27,27,f322,-222,27
40,40,0,106,128,27,27,f322,-222,27
41,41,0,106,128,27,27,f322,-222,27
42,42,0,106,128,27,27,f322,-222,27
43,43,0,106,128,27,27,f322,-222,27
44,44,0,106,128,27,27,f322,-222,27
45,45,0,106,128,27,27,f322,-222,27
46,46,0,106,128,27,27,f322,-222,27
47,47,0,106,128,27,27,f307,-249,27
48,48,0,106,128,27,27,f307,-249,27
49,49,0,106,128,27,27,f307,-249,27
50,50,0,106,128,27,27,f307,-249,27
51,51,0,106,128,27,27,f307,-249,27
52,52,0,106,128,27,27,f307,-249,27
53,53,0,106,128,27,27,f307,-249,27
54,54,0,106,128,27,27,f307,-249,27
55,55,0,106,128,27,27,f307,-249,27
56,56,0,106,128,27,27,f307,-249,27
57,57,0,106,128,27,27,f307,-249,27
58,58,0,106,128,27,27,f307,-249,27
59,59,0,106,128,27,27,f307,-249,27
60,60,0,106,128,27,27,f307,-249,27
61,61,0,106,128,27,27,f307,-249,27
62,62,0,106,128,27,27,f307,-249,27
63,63,0,106,128,27,27,f307,-249,27
64,64,0,106,128,27,27,f307,-249,27
65,65,0,106,128,27,27,f307,-249,27
66,66,0,106,128,27,27,f307,-249,27
67,67,0,106,128,27,27,f2ec,-20,27
68,68,0,106,128,27,27,f2ec,-20,27
69,69,0,106,128,27,27,f2ec,-20,27
70,70,0,106,128,27,27,f2ec,-20,27
71,71,0,106,128,27,27,f2ec,-20,27
72,72,0,106,128,27,27,f2ec,-20,27
73,73,0,106,128,27,27,f2ec,-20,27
74,74,0,106,128,27,27,f2ec,-20,27
75,75,0,106,128,27,27,f2ec,-20,27
76,76,0,106,128,27,27,f2ec,-20,27
77,77,0,106,128,27,27,f2ec,-20,27
78,78,0,106,128,27,27,f2ec,-20,27
79,79,0,106,128,27,27,f2ec,-20,27
80,80,0,106,128,27,27,f2ec,-20,27
81,81,0,106,128,27,27,f2ec,-20,27
82,82,0,106,128,27,27,f2ec,-20,27
83,83,0,106,128,27,27,f2ec,-20,27
84,84,0,106,128,27,27,f2ec,-20,27
85,85,0,106,128,27,27,f2ec,-20,27
86,86,0,106,128,27,27,f2ec,-20,27
87,87,0,106,128,27,27,f2d1,-47,27
88,88,0,106,128,27,27,f2d1,-47,27
89,89,0,106,128,27,27,f2d1,-47,27
90,90,0,106,128,27,27,f2d1,-47,27
91,91,0,106,128,27,27,f2d1,-47,27
92,92,0,106,128,27,27,f2d1,-47,27
93,93,0,106,128,27,27,f2d1,-47,27
94,94,0,106,128,27,27,f2d1,-47,27
95,95,0,106,128,27,27,f2d1,-47,27
96,96,0,106,128,27,27,f2d1,-47,27
97,97,0,106,128,27,27,f2d1,-47,27
98,98,0,106,128,27,27,f2d1,-47,27
99,99,0,106,128,27,27,f2d1,-47,27
100,100,0,106,128,27,27,f2d1,-47,27
101,101,0,106,128,27,27,f2d1,-47,27
102,102,0,106,128,27,27,f2d1,-47,27
103,103,0,106,128,27,27,f2d1,-47,27
104,104,0,106,128,27,27,f2d1,-47,27
105,105,0,106,128,27,27,f2d1,-47,27
106,106,0,106,128,27,27,f2d1,-47,27
107,107,0,106,128,27,27,f2b6,-74,27
108,108,0,106,128,27,27,f2b6,-74,27
109,109,0,106,128,27,27,f2b6,-74,27
110,110,0,106,128,27,27,f2b6,-74,27
111,111,0,106,128,27,27,f2b6,-74,27
112,112,0,106,128,27,27,f2b6,-74,27
113,113,0,106,128,27,27,f2b6,-74,27
114,114,0,106,128,27,27,f2b6,-74,27
115,115,0,106,128,27,27,f2b6,-74,27
116,116,0,106,128,27,27,f2b6,-74,27
117,117,0,106,128,27,27,f2b6,-74,27
118,118,0,106,128,27,27,f2b6,-74,27
119,119,0,106,128,27,27,f2b6,-74,27
120,120,0,106,128,27,27,f2b6,-74,27
121,121,0,106,128,27,27,f2b6,-74,27
122,122,0,106,128,27,27,f2b6,-74,27
123,123,0,106,128,27,27,f2b6,-74,27
124,124,0,106,128,27,27,f2b6,-74,27
125,125,0,106,128,27,27,f2b6,-74,27
126,126,0,106,128,27,27,f2b6,-74,27
127,127,0,106,128,27,27,f2b6,-74,27
128,128,0,108,128,27,27,f2b6,-74,27
129,129,0,108,128,27,27,f2b6,-74,27
130,130,0,108,128,27,27,f2b6,-74,27
131,131,0,108,128,27,27,f2b6,-74,27
132,132,0,108,128,27,27,f2b6,-74,27
133,133,0,108,128,27,27,f2b6,-74,27
134,134,0,108,128,27,27,f2b6,-74,27
135,135,0,108,128,27,27,f2b6,-74,27
136,136,0,108,128,27,27,f2b6,-74,27
137,137,0,108,128,27,27,f2b6,-74,27
138,138,0,108,128,27,27,f2b6,-74,27
139,139,0,108,128,27,27,f2b6,-74,27
140,140,0,108,128,27,27,f2b6,-74,27
141,141,0,108,128,27,27,f2b6,-74,27
142,142,0,108,128,27,27,f2b6,-74,27
143,143,0,108,128,27,27,f2b6,-74,27
144,144,0,108,128,27,27,f2b6,-74,27
145,145,0,108,128,27,27,f2b6,-74,27
146,146,0,108,128,27,27,f2b6,-74,27
147,147,0,108,128,27,27,f2b6,-74,27
148,148,0,108,128,27,27,f2b6,-74,27
149,149,0,108,128,27,27,f2b6,-74,27
150,150,0,108,128,27,27,f2b6,-74,27
151,151,0,108,128,27,27,f2b6,-74,27
152,152,0,108,128,27,27,f2b6,-74,27
153,153,0,108,128,27,27,f2b6,-74,27
154,154,0,108,128,27,27,f2b6,-74,27
155,155,0,108,128,27,27,f2b6,-74,27
156,156,0,108,128,27,27,f2b6,-74,27
157,157,0,108,128,27,27,f2b6,-74,27
158,158,0,108,128,27,27,f2b6,-74,27
159,159,0,108,128,27,27,f2b6,-74,27
160,160,0,108,128,27,27,f2b6,-74,27
161,161,0,108,128,27,27,f2b6,-74,27
162,162,0,108,128,27,27,f2b6,-74,27
163,163,0,108,128,27,27,f2b6,-74,27
164,164,0,108,128,27,27,f2b6,-74,27
165,165,0,108,128,27,27,f2b6,-74,27
166,166,0,108,128,27,27,f2b6,-74,27
167,167,0,108,128,27,27,f2d1,-47,27
168,168,0,108,128,27,27,f2d1,-47,27
169,169,0,108,128,27,27,f2d1,-47,27
170,170,0,108,128,27,27,f2d1,-47,27
171,171,0,108,128,27,27,f2d1,-47,27
172,172,0,108,128,27,27,f2d1,-47,27
173,173,0,108,128,27,27,f2d1,-47,27
174,174,0,108,128,27,27,f2d1,-47,27
175,175,0,108,128,27,27,f2d1,-47,27
176,176,0,108,128,27,27,f2d1,-47,27
177,177,0,108,128,27,27,f2d1,-47,27
178,178,0,108,128,27,27,f2d1,-47,27
179,179,0,108,128,27,27,f2d1,-47,27
180,180,0,108,128,27,27,f2d1,-47,27
181,181,0,108,128,27,27,f2d1,-47,27
182,182,0,108,128,27,27,f2d1,-47,27
183,183,0,108,128,27,27,f2d1,-47,27
184,184,0,108,128,27,27,f2d1,-47,27
185,185,0,108,128,27,27,f2d1,-47,27
186,186,0,108,128,27,27,f2d1,-47,27
187,187,0,108,128,27,27,f2ec,-20,27
188,188,0,108,128,27,27,f2ec,-20,27
189,189,0,108,128,27,27,f2ec,-20,27
190,190,0,108,128,27,27,f2ec,-20,27
191,191,0,108,128,27,27,f2ec,-20,27
192,192,0,108,128,27,27,f2ec,-20,27
193,193,0,108,128,27,27,f2ec,-20,27
194,194,0,108,128,27,27,f2ec,-20,27
195,195,0,108,128,27,27,f2ec,-20,27
196,196,0,108,128,27,27,f2ec,-20,27
197,197,0,108,128,27,27,f2ec,-20,27
198,198,0,108,128,27,27,f2ec,-20,27
199,199,0,108,128,27,27,f2ec,-20,27
200,200,0,108,128,27,27,f2ec,-20,27
201,201,0,108,128,27,27,f2ec,-20,27
202,202,0,108,128,27,27,f2ec,-20,27
203,203,0,108,128,27,27,f2ec,-20,27
204,204,0,108,128,27,27,f2ec,-20,27
205,205,0,108,128,27,27,f2ec,-20,27
206,206,0,108,128,27,27,f2ec,-20,27
207,207,0,108,128,27,27,f307,-249,27
208,208,0,108,128,27,27,f307,-249,27
209,209,0,108,128,27,27,f307,-249,27
210,210,0,108,128,27,27,f307,-249,27
211,211,0,108,128,27,27,f307,-249,27
212,212,0,108,128,27,27,f307,-249,27
213,213,0,108,128,27,27,f307,-249,27
214,214,0,108,128,27,27,f307,-249,27
215,215,0,108,128,27,27,f307,-249,27
216,216,0,108,128,27,27,f307,-249,27
217,217,0,108,128,27,27,f307,-249,27
218,218,0,108,128,27,27,f307,-249,27
219,219,0,108,128,27,27,f307,-249,27
220,220,0,108,128,27,27,f307,-249,27
221,221,0,108,128,27,27,f307,-249,27
222,222,0,108,128,27,27,f307,-249,27
223,223,0,108,128,27,27,f307,-249,27
224,224,0,108,128,27,27,f307,-249,27
225,225,0,108,128,27,27,f307,-249,27
226,226,0,108,128,27,27,f307,-249,27
227,227,0,108,128,27,27,f322,-222,27
228,228,0,109,128,27,27,f322,-222,27
229,229,0,109,128,27,27,f322,-222,27
230,230,0,109,128,27,27,f322,-222,27
231,231,0,109,128,27,27,f322,-222,27
232,232,0,109,128,27,27,f322,-222,27
233,233,0,109,128,27,27,f322,-222,27
234,234,0,109,128,27,27,f322,-222,27
235,235,0,109,128,27,27,f322,-222,27
236,236,0,109,128,27,27,f322,-222,27
237,237,0,109,128,27,27,f322,-222,27
238,238,0,109,128,27,27,f322,-222,27
239,239,0,109,128,27,27,f322,-222,27
240,240,0,109,128,27,27,f322,-222,27
241,241,0,109,128,27,27,f322,-222,27
242,242,0,109,128,27,27,f322,-222,27
243,243,0,109,128,27,27,f322,-222,27
244,244,0,109,128,27,27,f322,-222,27
245,245,0,109,128,27,27,f322,-222,27
246,246,0,109,128,27,27,f322,-222,27
247,247,0,109,128,27,27,f358,-168,27
248,248,0,109,128,27,27,f358,-168,27
249,249,0,109,128,27,27,f358,-168,27
250,250,0,109,128,27,27,f358,-168,27
251,251,0,109,128,27,27,f358,-168,27
252,252,0,109,128,27,27,f358,-168,27
253,253,0,109,128,27,27,f358,-168,27
254,254,0,109,128,27,27,f358,-168,27
255,255,0,109,128,27,27,f358,-168,27
256,256,0,109,128,27,27,f358,-168,27
257,257,0,109,128,27,27,f358,-168,27
258,258,0,109,128,27,27,f358,-168,27
259,259,0,109,128,27,27,f358,-168,27
260,260,0,109,128,27,27,f358,-168,27
261,261,0,109,128,27,27,f358,-168,27
262,262,0,109,128,27,27,f358,-168,27
263,263,0,109,128,27,27,f358,-168,27
264,264,0,109,128,27,27,f358,-168,27
265,265,0,109,128,27,27,f358,-168,27
266,266,0,109,128,27,27,f358,-168,27
267,267,0,109,128,27,27,f38e,-114,27
268,268,0,109,128,27,27,f38e,-114,27
269,269,0,109,128,27,27,f38e,-114,27
270,270,0,109,128,27,27,f38e,-114,27
271,271,0,109,128,27,27,f38e,-114,27
272,272,0,109,128,27,27,f38e,-114,27
273,273,0,109,128,27,27,f38e,-114,27
274,274,0,109,128,27,27,f38e,-114,27
275,275,0,109,128,27,27,f38e,-114,27
276,276,0,109,128,27,27,f38e,-114,27
277,277,0,109,128,27,27,f38e,-114,27
278,278,0,109,128,27,27,f38e,-114,27
279,279,0,109,128,27,27,f38e,-114,27
280,280,0,109,128,27,27,f38e,-114,27
281,281,0,109,128,27,27,f38e,-114,27
282,282,0,109,128,27,27,f38e,-114,27
283,283,0,109,128,27,27,f38e,-114,27
284,284,0,109,128,27,27,f38e,-114,27
285,285,0,109,128,27,27,f38e,-114,27
286,286,0,109,128,27,27,f38e,-114,27
287,287,0,109,128,27,27,f3c4,-60,27
288,288,0,109,128,27,27,f3c4,-60,27
289,289,0,109,128,27,27,f3c4,-60,27
290,290,0,109,128,27,27,f3c4,-60,27
291,291,0,109,128,27,27,f3c4,-60,27
292,292,0,109,128,27,27,f3c4,-60,27
293,293,0,109,128,27,27,f3c4,-60,27
294,294,0,109,128,27,27,f3c4,-60,27
295,295,0,109,128,27,27,f3c4,-60,27
296,296,0,109,128,27,27,f3c4,-60,27
297,297,0,109,128,27,27,f3c4,-60,27
298,298,0,109,128,27,27,f3c4,-60,27
299,299,0,109,128,27,27,f3c4,-60,27
300,300,0,109,128,27,27,f3c4,-60,27
301,301,0,109,128,27,27,f3c4,-60,27
302,302,0,109,128,27,27,f3c4,-60,27
303,303,0,109,128,27,27,f3c4,-60,27
304,304,0,109,128,27,27,f3c4,-60,27
305,305,0,109,128,27,27,f3c4,-60,27
306,306,0,109,128,27,27,f3c4,-60,27
307,307,0,109,128,27,27,f415,-235,27
308,308,0,109,128,27,27,f415,-235,27
309,309,0,109,128,27,27,f415,-235,27
310,310,0,109,128,27,27,f415,-235,27
311,311,0,109,128,27,27,f415,-235,27
312,312,0,109,128,27,27,f415,-235,27
313,313,0,109,128,27,27,f415,-235,27
314,314,0,109,128,27,27,f415,-235,27
315,315,0,109,128,27,27,f415,-235,27
316,316,0,109,128,27,27,f415,-235,27
317,317,0,109,128,27,27,f415,-235,27
318,318,0,109,128,27,27,f415,-235,27
319,319,0,109,128,27,27,f415,-235,27
320,320,0,109,128,27,27,f415,-235,27
321,321,0,109,128,27,27,f415,-235,27
322,322,0,109,128,27,27,f415,-235,27
323,323,0,109,128,27,27,f415,-235,27
324,324,0,109,128,27,27,f415,-235,27
325,325,0,109,128,27,27,f415,-235,27
326,326,0,109,128,27,27,f415,-235,27
327,327,0,109,128,27,27,f466,-154,27
328,328,0,110,128,27,27,f466,-154,27
329,329,0,110,128,27,27,f466,-154,27
330,330,0,110,128,27,27,f466,-154,27
331,331,0,110,128,27,27,f466,-154,27
332,332,0,110,128,27,27,f466,-154,27
333,333,0,110,128,27,27,f466,-154,27
334,334,0,110,128,27,27,f466,-154,27
335,335,0,110,128,27,27,f466,-154,27
336,336,0,110,128,27,27,f466,-154,27
337,337,0,110,128,27,27,f466,-154,27
338,338,0,110,128,27,27,f466,-154,27
339,339,0,110,128,27,27,f466,-154,27
340,340,0,110,128,27,27,f466,-154,27
341,341,0,110,128,27,27,f466,-154,27
342,342,0,110,128,27,27,f466,-154,27
343,343,0,110,128,27,27,f466,-154,27
344,344,0,110,128,27,27,f466,-154,27
345,345,0,110,128,27,27,f466,-154,27
346,346,0,110,128,27,27,f466,-154,27
347,347,0,110,128,27,27,f4b7,-73,27
348,348,0,110,128,27,27,f4b7,-73,27
349,349,0,110,128,27,27,f4b7,-73,27
350,350,0,110,128,27,27,f4b7,-73,27
351,351,0,110,128,27,27,f4b7,-73,27
352,352,0,110,128,27,27,f4b7,-73,27
353,353,0,110,128,27,27,f4b7,-73,27
354,354,0,110,128,27,27,f4b7,-73,27
355,355,0,110,128,27,27,f4b7,-73,27
356,356,0,110,128,27,27,f4b7,-73,27
357,357,0,110,128,27,27,f4b7,-73,27
358,358,0,110,128,27,27,f4b7,-73,27
359,359,0,110,128,27,27,f4b7,-73,27
360,360,0,110,128,27,27,f4b7,-73,27
361,361,0,110,128,27,27,f4b7,-73,27
362,362,0,110,128,27,27,f4b7,-73,27
363,363,0,110,128,27,27,f4b7,-73,27
364,364,0,110,128,27,27,f4b7,-73,27
365,365,0,110,128,27,27,f4b7,-73,27
366,366,0,110,128,27,27,f4b7,-73,27
367,367,0,110,128,27,27,f508,-248,27
368,368,0,110,128,27,27,f508,-248,27
369,369,0,110,128,27,27,f508,-248,27
370,370,0,110,128,27,27,f508,-248,27
371,371,0,110,128,27,27,f508,-248,27
372,372,0,110,128,27,27,f508,-248,27
373,373,0,110,128,27,27,f508,-248,27
374,374,0,110,128,27,27,f508,-248,27
375,375,0,110,128,27,27,f508,-248,27
376,376,0,110,128,27,27,f508,-248,27
377,377,0,110,128,27,27,f508,-248,27
378,378,0,110,128,27,27,f508,-248,27
379,379,0,110,128,27,27,f508,-248,27
380,380,0,110,128,27,27,f508,-248,27
381,381,0,110,128,27,27,f508,-248,27
382,382,0,110,128,27,27,f508,-248,27
383,383,0,110,128,27,27,f508,-248,27
384,384,0,110,128,27,27,f508,-248,27
385,385,0,110,128,27,27,f508,-248,27
386,386,0,110,128,27,27,f508,-248,27
387,387,0,110,128,27,27,f574,-140,27
388,388,0,110,128,27,27,f574,-140,27
389,389,0,110,128,27,27,f574,-140,27
390,390,0,110,128,27,27,f574,-140,27
391,391,0,110,128,27,27,f574,-140,27
392,392,0,110,128,27,27,f574,-140,27
393,393,0,110,128,27,27,f574,-140,27
394,394,0,110,128,27,27,f574,-140,27
395,395,0,110,128,27,27,f574,-140,27
396,396,0,110,128,27,27,f574,-140,27
397,397,0,110,128,27,27,f574,-140,27
398,398,0,110,128,27,27,f574,-140,27
399,399,0,110,128,27,27,f574,-140,27
400,400,0,110,128,27,27,f574,-140,27
401,401,0,110,128,27,27,f574,-140,27
402,402,0,110,128,27,27,f574,-140,27
403,403,0,110,128,27,27,f574,-140,27
404,404,0,110,128,27,27,f574,-140,27
405,405,0,110,128,27,27,f574,-140,27
406,406,0,110,128,27,27,f574,-140,27
407,407,0,110,128,27,27,f5e0,-32,27
408,408,0,110,128,27,27,f5e0,-32,27
409,409,0,110,128,27,27,f5e0,-32,27
410,410,0,110,128,27,27,f5e0,-32,27
411,411,0,110,128,27,27,f5e0,-32,27
412,412,0,110,128,27,27,f5e0,-32,27
413,413,0,110,128,27,27,f5e0,-32,27
414,414,0,110,128,27,27,f5e0,-32,27
415,415,0,110,128,27,27,f5e0,-32,27
416,416,0,110,128,27,27,f5e0,-32,27
417,417,0,110,128,27,27,f5e0,-32,27
418,418,0,110,128,27,27,f5e0,-32,27
419,419,0,110,128,27,27,f5e0,-32,27
420,420,0,110,128,27,27,f5e0,-32,27
421,421,0,110,128,27,27,f5e0,-32,27
422,422,0,110,128,27,27,f5e0,-32,27
423,423,0,110,128,27,27,f5e0,-32,27
424,424,0,110,128,27,27,f5e0,-32,27
425,425,0,110,128,27,27,f5e0,-32,27
426,426,0,110,128,27,27,f5e0,-32,27
427,427,0,110,128,27,27,f64c,-180,27
428,428,0,110,128,27,27,f64c,-180,27
429,429,0,110,128,27,27,f64c,-180,27
430,430,0,110,128,27,27,f64c,-180,27
431,431,0,110,128,27,27,f64c,-180,27
432,432,0,110,128,27,27,f64c,-180,27
433,433,0,110,128,27,27,f64c,-180,27
434,434,0,110,128,27,27,f64c,-180,27
435,435,0,110,128,27,27,f64c,-180,27
436,436,0,110,128,27,27,f64c,-180,27
437,437,0,110,128,27,27,f64c,-180,27
438,438,0,110,128,27,27,f64c,-180,27
439,439,0,110,128,27,27,f64c,-180,27
440,440,0,110,128,27,27,f64c,-180,27
441,441,0,110,128,27,27,f64c,-180,27
442,442,0,110,128,27,27,f64c,-180,27
443,443,0,110,128,27,27,f64c,-180,27
444,444,0,110,128,27,27,f64c,-180,27
445,445,0,110,128,27,27,f64c,-180,27
446,446,0,110,128,27,27,f64c,-180,27
447,447,0,110,128,27,27,f6ee,-18,27
448,448,0,110,128,27,27,f6ee,-18,27
449,449,0,110,128,27,27,f6ee,-18,27
450,450,0,110,128,27,27,f6ee,-18,27
451,451,0,110,128,27,27,f6ee,-18,27
452,452,0,110,128,27,27,f6ee,-18,27
453,453,0,110,128,27,27,f6ee,-18,27
454,454,0,110,128,27,27,f6ee,-18,27
455,455,0,110,128,27,27,f6ee,-18,27
456,456,0,110,128,27,27,f6ee,-18,27
457,457,0,110,128,27,27,f6ee,-18,27
458,458,0,110,128,27,27,f6ee,-18,27
459,459,0,110,128,27,27,f6ee,-18,27
460,460,0,110,128,27,27,f6ee,-18,27
461,461,0,110,128,27,27,f6ee,-18,27
462,462,0,110,128,27,27,f6ee,-18,27
463,463,0,110,128,27,27,f6ee,-18,27
464,464,0,110,128,27,27,f6ee,-18,27
465,465,0,110,128,27,27,f6ee,-18,27
466,466,0,110,128,27,27,f6ee,-18,27
467,467,0,110,128,27,27,f775,-139,27
468,468,0,110,128,27,27,f775,-139,27
469,469,0,110,128,27,27,f775,-139,27
470,470,0,110,128,27,27,f775,-139,27
471,471,0,110,128,27,27,f775,-139,27
472,472,0,110,128,27,27,f775,-139,27
473,473,0,110,128,27,27,f775,-139,27
474,474,0,110,128,27,27,f775,-139,27
475,475,0,110,128,27,27,f775,-139,27
476,476,0,110,128,27,27,f775,-139,27
477,477,0,110,128,27,27,f775,-139,27
478,478,0,110,128,27,27,f775,-139,27
479,479,0,110,128,27,27,f775,-139,27
480,480,0,110,128,27,27,f775,-139,27
481,481,0,110,128,27,27,f775,-139,27
482,482,0,110,128,27,27,f775,-139,27
483,483,0,110,128,27,27,f775,-139,27
484,484,0,110,128,27,27,f775,-139,27
485,485,0,110,128,27,27,f775,-139,27
486,486,0,110,128,27,27,f775,-139,27
487,487,0,110,128,27,27,f7fc,-4,27
488,488,0,110,128,27,27,f7fc,-4,27
489,489,0,110,128,27,27,f7fc,-4,27
490,490,0,110,128,27,27,f7fc,-4,27
491,491,0,110,128,27,27,f7fc,-4,27
492,492,0,110,128,27,27,f7fc,-4,27
493,493,0,110,128,27,27,f7fc,-4,27
494,494,0,110,128,27,27,f7fc,-4,27
495,495,0,110,128,27,27,f7fc,-4,27
496,496,0,110,128,27,27,f7fc,-4,27
497,497,0,110,128,27,27,f7fc,-4,27
498,498,0,110,128,27,27,f7fc,-4,27
499,499,0,110,128,27,27,f7fc,-4,27
500,500,0,110,128,27,27,f7fc,-4,27
501,501,0,110,128,27,27,f7fc,-4,27
502,502,0,110,128,27,27,f7fc,-4,27
503,503,0,110,128,27,27,f7fc,-4,27
504,504,0,110,128,27,27,f7fc,-4,27
505,505,0,110,128,27,27,f7fc,-4,27
506,506,0,110,128,27,27,f7fc,-4,27
507,507,0,110,128,27,27,f883,-125,27
508,508,0,110,128,27,27,f883,-125,27
509,509,0,110,128,27,27,f883,-125,27
510,510,0,110,128,27,27,f883,-125,27
511,511,0,110,128,27,27,f883,-125,27
512,512,0,110,128,27,27,f883,-125,27
513,513,0,110,128,27,27,f883,-125,27
514,514,0,110,128,27,27,f883,-125,27
515,515,0,110,128,27,27,f883,-125,27
516,516,0,110,128,27,27,f883,-125,27
517,517,0,110,128,27,27,f883,-125,27
518,518,0,110,128,27,27,f883,-125,27
519,519,0,110,128,27,27,f883,-125,27
520,520,0,110,128,27,27,f883,-125,27
521,521,0,110,128,27,27,f883,-125,27
522,522,0,110,128,27,27,f883,-125,27
523,523,0,110,128,27,27,f883,-125,27
524,524,0,110,128,27,27,f883,-125,27
525,525,0,110,128,27,27,f883,-125,27
526,526,0,110,128,27,27,f883,-125,27
527,527,0,110,128,27,27,f90a,-246,27
528,528,0,111,128,27,27,f90a,-246,27
529,529,0,111,128,27,27,f90a,-246,27
530,530,0,111,128,27,27,f90a,-246,27
531,531,0,111,128,27,27,f90a,-246,27
532,532,0,111,128,27,27,f90a,-246,27
533,533,0,111,128,27,27,f90a,-246,27
534,534,0,111,128,27,27,f90a,-246,27
535,535,0,111,128,27,27,f90a,-246,27
536,536,0,111,128,27,27,f90a,-246,27
537,537,0,111,128,27,27,f90a,-246,27
538,538,0,111,128,27,27,f90a,-246,27
539,539,0,111,128,27,27,f90a,-246,27
540,540,0,111,128,27,27,f90a,-246,27
541,541,0,111,128,27,27,f90a,-246,27
542,542,0,111,128,27,27,f90a,-246,27
543,543,0,111,128,27,27,f90a,-246,27
544,544,0,111,128,27,27,f90a,-246,27
545,545,0,111,128,27,27,f90a,-246,27
546,546,0,111,128,27,27,f90a,-246,27
547,547,0,111,128,27,27,f991,-111,27
548,548,0,111,128,27,27,f991,-111,27
549,549,0,111,128,27,27,f991,-111,27
550,550,0,111,128,27,27,f991,-111,27
551,551,0,111,128,27,27,f991,-111,27
552,552,0,111,128,27,27,f991,-111,27
553,553,0,111,128,27,27,f991,-111,27
554,554,0,111,128,27,27,f991,-111,27
555,555,0,111,128,27,27,f991,-111,27
556,556,0,111,128,27,27,f991,-111,27
557,557,0,111,128,27,27,f991,-111,27
558,558,0,111,128,27,27,f991,-111,27
559,559,0,111,128,27,27,f991,-111,27
560,560,0,111,128,27,27,f991,-111,27
561,561,0,111,128,27,27,f991,-111,27
562,562,0,111,128,27,27,f991,-111,27
563,563,0,111,128,27,27,f991,-111,27
564,564,0,111,128,27,27,f991,-111,27
565,565,0,111,128,27,27,f991,-111,27
566,566,0,111,128,27,27,f991,-111,27
567,567,0,111,128,27,27,fa33,-205,27
568,568,0,111,128,27,27,fa33,-205,27
569,569,0,111,128,27,27,fa33,-205,27
570,570,0,111,128,27,27,fa33,-205,27
571,571,0,111,128,27,27,fa33,-205,27
572,572,0,111,128,27,27,fa33,-205,27
573,573,0,111,128,27,27,fa33,-205,27
574,574,0,111,128,27,27,fa33,-205,27
575,575,0,111,128,27,27,fa33,-205,27
576,576,0,111,128,27,27,fa33,-205,27
577,577,0,111,128,27,27,fa33,-205,27
578,578,0,111,128,27,27,fa33,-205,27
579,579,0,111,128,27,27,fa33,-205,27
580,580,0,111,128,27,27,fa33,-205,27
581,581,0,111,128,27,27,fa33,-205,27
582,582,0,111,128,27,27,fa33,-205,27
583,583,0,111,128,27,27,fa33,-205,27
584,584,0,111,128,27,27,fa33,-205,27
585,585,0,111,128,27,27,fa33,-205,27
586,586,0,111,128,27,27,fa33,-205,27
587,587,0,111,128,27,27,faba,-70,27
588,588,0,111,128,27,27,faba,-70,27
589,589,0,111,128,27,27,faba,-70,27
590,590,0,111,128,27,27,faba,-70,27
591,591,0,111,128,27,27,faba,-70,27
592,592,0,111,128,27,27,faba,-70,27
593,593,0,111,128,27,27,faba,-70,27
594,594,0,111,128,27,27,faba,-70,27
595,595,0,111,128,27,27,faba,-70,27
596,596,0,111,128,27,27,faba,-70,27
597,597,0,111,128,27,27,faba,-70,27
598,598,0,111,128,27,27,faba,-70,27
599,599,0,111,128,27,27,faba,-70,27
600,600,0,111,128,27,27,faba,-70,27
601,601,0,111,128,27,27,faba,-70,27
